gene_id_base	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds
ENSMUSG00000025489	Ifitm5	ENSMUST00000026562.6	0	0	10	5	1	8	281	82	402
ENSMUSG00000025491	Ifitm1	ENSMUST00000106042.9	97	0	555	303	46	819	202	362	318
ENSMUSG00000025492	Ifitm3	ENSMUST00000026565.7	10	3	210	20	16	175	142	125	411
ENSMUSG00000025494	Sigirr	ENSMUST00000097958.3	11	9	87	5	25	124	166	597	1227
ENSMUSG00000025495	Ptdss2	ENSMUST00000026568.10	337	1	913	128	6	501	2089	116	1419
ENSMUSG00000025496	Drd4	ENSMUST00000026569.6	0	0	0	0	0	0	1606	32	1161
ENSMUSG00000025497	Cdhr5	ENSMUST00000080654.7	0	0	0	0	0	0	70	56	2007
ENSMUSG00000025498	Irf7	ENSMUST00000026571.11	0	1	0	0	0	0	45	500	1371
ENSMUSG00000025499	Hras	ENSMUST00000026572.11	28	12	214	74	33	192	2099	162	567
ENSMUSG00000025500	Lmntd2	ENSMUST00000026573.7	0	0	7	0	0	15	84	19	1992
ENSMUSG00000025503	Taldo1	ENSMUST00000026576.5	2613	5	1080	150	31	1341	195	23	1011
ENSMUSG00000025504	Eps8l2	ENSMUST00000026577.13	6	0	28	6	4	38	787	217	2187
ENSMUSG00000025505	Tmem80	ENSMUST00000026578.14	3	0	0	6	3	6	1109	322	369
ENSMUSG00000025507	Pidd1	ENSMUST00000106005.9	0	0	63	1	0	123	77	78	2745
ENSMUSG00000025508	Rplp2	ENSMUST00000084434.11	6	15	1700	146	1339	6035	280	339	345
ENSMUSG00000025509	Pnpla2	ENSMUST00000064151.13	5	0	34	26	1	107	429	80	1290
ENSMUSG00000025510	Cd151	ENSMUST00000058746.7	110	0	280	122	8	152	778	82	759
ENSMUSG00000025511	Tspan4	ENSMUST00000026585.14	98	0	81	58	13	237	477	275	714
ENSMUSG00000025512	Chid1	ENSMUST00000166082.8	165	2	289	59	4	85	2914	120	1188
ENSMUSG00000025515	Muc2	ENSMUST00000185406.8	0	0	4	0	0	6	159	29	13728
ENSMUSG00000025519	Tktl2	ENSMUST00000183187.2	6	0	0	0	0	1	3571	33	1881
ENSMUSG00000025521	Tmem192	ENSMUST00000026595.13	29	1	166	35	6	113	202	122	798
ENSMUSG00000025525	Apool	ENSMUST00000026599.10	35	1	73	17	4	60	476	88	795
ENSMUSG00000025527	Satl1	ENSMUST00000026601.3	0	0	0	0	0	0	157	23	2232
ENSMUSG00000025528	2010106E10Rik	ENSMUST00000113412.3	0	0	0	0	0	0	367	72	837
ENSMUSG00000025529	Zfp711	ENSMUST00000113409.8	12	0	10	3	0	8	1509	406	2415
ENSMUSG00000025531	Chm	ENSMUST00000026607.15	135	0	118	66	3	69	2854	28	1986
ENSMUSG00000025532	Crcp	ENSMUST00000026608.11	50	7	51	106	19	95	938	110	444
ENSMUSG00000025533	Asl	ENSMUST00000161094.8	24	24	186	9	11	371	301	131	1392
ENSMUSG00000025534	Gusb	ENSMUST00000026613.14	178	0	629	28	1	162	510	233	1944
ENSMUSG00000025537	Phkg1	ENSMUST00000026617.13	43	0	12	150	0	27	1023	187	1164
ENSMUSG00000025538	Sumf2	ENSMUST00000171300.8	345	0	276	135	1	227	1330	10	924
ENSMUSG00000025544	Tm9sf2	ENSMUST00000026624.11	1087	11	2668	70	37	561	891	230	1986
ENSMUSG00000025545	Clybl	ENSMUST00000026625.7	0	0	100	12	3	74	195	22	1014
ENSMUSG00000025551	Fgf14	ENSMUST00000026631.6	0	0	0	0	0	0	2058	381	741
ENSMUSG00000025555	Farp1	ENSMUST00000026635.8	27	0	36	23	1	76	1356	385	3144
ENSMUSG00000025557	Slc15a1	ENSMUST00000088386.8	61	0	103	9	1	40	964	30	2127
ENSMUSG00000025558	Dock9	ENSMUST00000100299.11	0	0	239	0	2	233	80	222	6174
ENSMUSG00000025571	Tnrc6c	ENSMUST00000138299.2	234	0	924	77	0	521	1416	0	5196
ENSMUSG00000025572	Tmc6	ENSMUST00000026659.10	120	15	480	37	36	324	258	177	2430
ENSMUSG00000025573	6030468B19Rik	ENSMUST00000106331.2	0	0	0	0	0	0	208	107	756
ENSMUSG00000025574	Tk1	ENSMUST00000026661.4	38	0	177	128	17	492	428	313	699
ENSMUSG00000025575	Cant1	ENSMUST00000017620.10	622	68	387	165	89	175	1438	1535	1209
ENSMUSG00000025576	Rbfox3	ENSMUST00000017576.11	11	0	3	1	0	8	1442	586	1122
ENSMUSG00000025577	Cbx2	ENSMUST00000026662.8	152	0	46	100	0	60	2103	147	1557
ENSMUSG00000025578	Cbx8	ENSMUST00000026663.8	8	0	4	2	0	4	2375	119	1086
ENSMUSG00000025579	Gaa	ENSMUST00000106259.9	209	26	1155	70	15	720	393	381	2859
ENSMUSG00000025580	Eif4a3	ENSMUST00000026667.15	4	5	621	161	38	2041	183	93	1233
ENSMUSG00000025582	Nptx1	ENSMUST00000026670.5	23	0	15	9	1	4	3757	164	1296
ENSMUSG00000025583	Rptor	ENSMUST00000026671.13	310	26	684	222	62	862	1928	661	4005
ENSMUSG00000025584	Pde8a	ENSMUST00000026672.8	30	0	43	10	1	31	1014	319	2469
ENSMUSG00000025586	Cpeb1	ENSMUST00000098331.10	19	0	0	10	0	33	1318	110	1683
ENSMUSG00000025588	Nat1	ENSMUST00000026677.4	0	0	0	0	0	0	261	216	870
ENSMUSG00000025591	Tma16	ENSMUST00000026681.7	553	37	141	130	19	200	3560	105	663
ENSMUSG00000025592	Dach2	ENSMUST00000067219.5	0	0	5	0	0	2	448	170	1902
ENSMUSG00000025597	Klhl4	ENSMUST00000040504.12	19	0	8	1	0	0	1342	91	2151
ENSMUSG00000025602	Zfp202	ENSMUST00000026693.14	0	5	6	0	0	8	1323	215	1923
ENSMUSG00000025607	Copg2	ENSMUST00000048774.13	74	1	658	55	5	486	1306	42	2613
ENSMUSG00000025608	Podxl	ENSMUST00000026698.8	492	0	108	84	10	50	3537	333	1509
ENSMUSG00000025609	Mkln1	ENSMUST00000026699.15	203	0	296	68	0	160	9068	122	2205
ENSMUSG00000025610	Map3k7cl	ENSMUST00000026700.8	5	0	0	0	0	0	921	305	426
ENSMUSG00000025612	Bach1	ENSMUST00000026703.6	395	3	405	230	19	239	3478	172	2217
ENSMUSG00000025613	Cct8	ENSMUST00000026704.14	75	15	9682	208	230	5578	665	85	1644
ENSMUSG00000025616	Usp16	ENSMUST00000026710.12	10	17	710	8	10	247	289	441	2475
ENSMUSG00000025626	Phf6	ENSMUST00000078944.13	327	2	158	104	5	76	3041	217	1092
ENSMUSG00000025630	Hprt	ENSMUST00000026723.9	496	3	728	257	80	586	548	87	654
ENSMUSG00000025645	Ccdc51	ENSMUST00000026735.9	14	0	35	5	2	41	225	83	1218
ENSMUSG00000025646	Atrip	ENSMUST00000045011.9	0	7	152	6	7	170	97	120	2355
ENSMUSG00000025647	Shisa5	ENSMUST00000026737.12	89	0	69	25	3	24	1019	110	705
ENSMUSG00000025648	Pfkfb4	ENSMUST00000198140.5	18	0	10	6	0	16	1843	238	1407
ENSMUSG00000025650	Col7a1	ENSMUST00000026740.6	0	0	13	3	0	29	366	0	8832
ENSMUSG00000025651	Uqcrc1	ENSMUST00000026743.14	167	4	2028	64	29	2597	127	86	1440
ENSMUSG00000025652	Tmem89	ENSMUST00000026744.6	0	0	0	0	0	0	16	15	507
ENSMUSG00000025656	Arhgef9	ENSMUST00000113878.8	6	0	9	2	0	14	3032	432	1548
ENSMUSG00000025658	Cnksr2	ENSMUST00000026750.15	13	0	10	0	0	17	2188	454	3096
ENSMUSG00000025665	Rps6ka6	ENSMUST00000065976.12	453	2	2379	215	10	551	1591	65	2211
ENSMUSG00000025666	Tmem47	ENSMUST00000026760.3	657	0	127	64	4	30	3245	219	543
ENSMUSG00000025701	Alox5	ENSMUST00000026795.13	0	0	0	1	0	2	645	154	2022
ENSMUSG00000025702	Marchf8	ENSMUST00000101032.10	124	1	32	63	14	22	3217	536	858
ENSMUSG00000025716	Myo3a	ENSMUST00000044749.14	0	0	3	0	0	0	86	133	4863
ENSMUSG00000025722	Wdr73	ENSMUST00000026816.15	54	0	75	70	1	236	957	44	1113
ENSMUSG00000025723	Nmb	ENSMUST00000026817.11	24	0	14	5	3	9	243	99	363
ENSMUSG00000025724	Sec11a	ENSMUST00000026818.12	308	17	747	60	29	182	480	328	537
ENSMUSG00000025726	Slc28a1	ENSMUST00000026820.11	66	0	230	100	0	208	807	95	1944
ENSMUSG00000025727	A930017K11Rik	ENSMUST00000162431.2	0	0	0	0	0	1	212	614	1713
ENSMUSG00000025728	Pigq	ENSMUST00000026823.16	208	0	158	150	3	373	1186	244	1743
ENSMUSG00000025730	Rab40c	ENSMUST00000167626.8	53	0	16	130	1	98	1517	146	843
ENSMUSG00000025731	Mettl26	ENSMUST00000026827.16	11	61	22	4	6	63	175	456	612
ENSMUSG00000025732	Mcrip2	ENSMUST00000026828.7	0	0	3	11	1	29	274	88	480
ENSMUSG00000025733	Rhot2	ENSMUST00000043897.16	76	0	127	119	7	459	914	415	1860
ENSMUSG00000025735	Rhbdl1	ENSMUST00000026831.14	0	0	20	1	1	6	323	269	1119
ENSMUSG00000025736	Jmjd8	ENSMUST00000026832.14	86	0	117	25	0	72	1255	23	813
ENSMUSG00000025737	Wdr24	ENSMUST00000026833.6	0	50	116	15	55	291	150	579	2370
ENSMUSG00000025738	Fbxl16	ENSMUST00000045692.9	14	0	0	2	6	12	1736	316	1437
ENSMUSG00000025739	Gng13	ENSMUST00000172002.8	0	0	7	0	0	1	377	141	201
ENSMUSG00000025742	Prps2	ENSMUST00000026839.5	187	0	119	94	1	73	2587	158	954
ENSMUSG00000025743	Sdc3	ENSMUST00000070478.4	12	0	4	13	0	6	3513	134	1326
ENSMUSG00000025745	Hadha	ENSMUST00000156859.3	7	0	724	56	3	807	1514	214	2289
ENSMUSG00000025746	Il6	ENSMUST00000026845.12	0	0	0	0	0	0	430	78	633
ENSMUSG00000025747	Tyms	ENSMUST00000026846.11	36	0	533	72	22	444	2172	70	921
ENSMUSG00000025754	Agbl1	ENSMUST00000156166.8	0	0	5	0	0	0	3	0	3366
ENSMUSG00000025757	Hspa4l	ENSMUST00000204702.3	129	0	116	14	1	28	6717	248	2514
ENSMUSG00000025758	Plk4	ENSMUST00000026858.11	0	9	752	10	26	407	469	235	2775
ENSMUSG00000025759	Mfsd8	ENSMUST00000026859.11	37	0	30	8	0	12	1414	180	1557
ENSMUSG00000025762	Larp1b	ENSMUST00000048490.13	108	0	80	27	3	59	558	316	1623
ENSMUSG00000025764	Jade1	ENSMUST00000163764.8	2378	7	4741	789	24	1407	2858	224	2502
ENSMUSG00000025766	D3Ertd751e	ENSMUST00000146165.8	38	7	76	14	4	11	2809	189	576
ENSMUSG00000025774	Crisp4	ENSMUST00000115344.2	0	0	0	0	0	0	32	49	879
ENSMUSG00000025776	Crispld1	ENSMUST00000095075.5	61	0	113	2	6	12	2233	739	1500
ENSMUSG00000025777	Gdap1	ENSMUST00000026879.8	0	0	0	0	0	0	2765	110	1074
ENSMUSG00000025779	Ly96	ENSMUST00000026881.11	0	0	24	0	0	0	77	75	480
ENSMUSG00000025780	Itih5	ENSMUST00000026886.8	126	0	117	2	0	6	4949	95	2856
ENSMUSG00000025781	Atp5c1	ENSMUST00000114897.9	727	9	5112	86	31	1728	165	107	894
ENSMUSG00000025782	Taf3	ENSMUST00000026888.11	82	0	388	40	5	217	1800	196	2796
ENSMUSG00000025783	4930412O13Rik	ENSMUST00000026889.2	0	0	0	0	0	0	18	851	318
ENSMUSG00000025784	Clec3b	ENSMUST00000026890.6	0	0	0	0	0	0	288	98	606
ENSMUSG00000025785	Exosc7	ENSMUST00000026891.5	0	0	342	41	8	459	129	51	873
ENSMUSG00000025786	Zdhhc3	ENSMUST00000147563.9	362	11	70	203	18	161	5856	234	897
ENSMUSG00000025787	Tgm4	ENSMUST00000026893.6	0	0	0	0	0	0	691	84	2010
ENSMUSG00000025789	St8sia2	ENSMUST00000026896.10	0	0	0	0	0	0	4063	180	1125
ENSMUSG00000025790	Slco3a1	ENSMUST00000026897.14	42	0	16	1	0	7	2435	24	2130
ENSMUSG00000025791	Pgm1	ENSMUST00000058351.16	8	0	110	38	15	199	533	152	1686
ENSMUSG00000025792	Slc25a10	ENSMUST00000026899.4	24	0	10	27	3	65	1015	147	861
ENSMUSG00000025793	Hgs	ENSMUST00000106203.9	40	2	401	87	3	570	483	92	2328
ENSMUSG00000025794	Rpl14	ENSMUST00000165532.3	950	4	2108	549	102	4577	263	95	651
ENSMUSG00000025795	Rassf3	ENSMUST00000026902.9	128	0	45	122	3	54	2589	237	696
ENSMUSG00000025804	Ccr1	ENSMUST00000026911.6	0	0	0	0	0	0	1303	465	1065
ENSMUSG00000025808	Ccdc7a	ENSMUST00000095158.11	0	0	0	0	0	0	15	419	1113
ENSMUSG00000025809	Itgb1	ENSMUST00000090006.12	927	21	2848	59	6	323	1115	306	2394
ENSMUSG00000025810	Nrp1	ENSMUST00000026917.10	2	0	14	0	0	0	552	276	2769
ENSMUSG00000025812	Pard3	ENSMUST00000162309.8	216	7	208	43	12	204	1199	461	3999
ENSMUSG00000025813	Homer2	ENSMUST00000207983.2	15	0	0	7	1	14	526	46	1062
ENSMUSG00000025815	Dhtkd1	ENSMUST00000026924.7	42	0	190	72	5	274	1017	72	2763
ENSMUSG00000025816	Sec61a2	ENSMUST00000102981.10	180	5	451	47	5	187	851	169	1428
ENSMUSG00000025817	Nudt5	ENSMUST00000026927.10	156	25	191	116	60	311	3700	410	654
ENSMUSG00000025821	Zfp282	ENSMUST00000061890.8	4	0	7	8	0	12	3107	468	1998
ENSMUSG00000025823	Pdia4	ENSMUST00000077290.9	252	14	1805	18	6	327	350	126	1923
ENSMUSG00000025825	Iscu	ENSMUST00000026937.12	20	1	164	94	0	124	373	80	504
ENSMUSG00000025838	Pramel6	ENSMUST00000111572.8	0	0	8	0	0	5	92	234	1455
ENSMUSG00000025839	Pramel7	ENSMUST00000026957.4	0	0	0	0	0	2	424	0	1437
ENSMUSG00000025854	Fam20c	ENSMUST00000026972.8	24	0	13	2	5	10	723	1122	1737
ENSMUSG00000025855	Prkar1b	ENSMUST00000026973.14	4	0	0	0	0	2	1356	138	1143
ENSMUSG00000025856	Pdgfa	ENSMUST00000076095.14	198	2	107	95	13	101	1206	266	588
ENSMUSG00000025857	Dnaaf5	ENSMUST00000026975.11	58	0	293	51	0	319	867	24	2559
ENSMUSG00000025858	Get4	ENSMUST00000026976.12	234	0	557	160	9	534	985	141	981
ENSMUSG00000025860	Xiap	ENSMUST00000026978.7	819	11	342	170	2	34	4675	671	1488
ENSMUSG00000025862	Stag2	ENSMUST00000128799.3	0	30	89	0	5	48	0	337	437
ENSMUSG00000025867	Cplx2	ENSMUST00000026985.9	7	0	0	1	1	0	4211	315	402
ENSMUSG00000025868	Higd2a	ENSMUST00000026986.7	90	34	94	45	17	94	271	59	318
ENSMUSG00000025869	Nop16	ENSMUST00000026987.12	161	52	174	143	32	346	1099	123	534
ENSMUSG00000025870	Arl10	ENSMUST00000026988.11	27	0	80	17	1	41	237	80	729
ENSMUSG00000025871	4833439L19Rik	ENSMUST00000026989.15	1001	38	102	334	81	273	1397	421	909
ENSMUSG00000025872	Thoc3	ENSMUST00000026990.6	354	0	276	362	3	337	1240	42	1053
ENSMUSG00000025873	Faf2	ENSMUST00000126071.9	1579	3	545	220	2	201	2930	57	1335
ENSMUSG00000025875	Tspan17	ENSMUST00000026993.14	24	0	47	28	2	59	557	218	810
ENSMUSG00000025876	Unc5a	ENSMUST00000026994.14	14	0	3	5	0	4	1050	251	2694
ENSMUSG00000025877	Hk3	ENSMUST00000052949.13	0	0	3	0	0	0	189	264	2766
ENSMUSG00000025878	Uimc1	ENSMUST00000026997.12	60	1	211	10	2	196	643	107	2181
ENSMUSG00000025880	Smad7	ENSMUST00000026999.10	669	153	203	162	123	225	1573	1427	1278
ENSMUSG00000025885	Myo5b	ENSMUST00000074157.13	0	0	33	5	1	36	1047	244	5454
ENSMUSG00000025887	Casp12	ENSMUST00000027009.11	0	0	0	0	0	0	1303	89	1257
ENSMUSG00000025888	Casp1	ENSMUST00000027015.7	0	0	0	0	0	0	116	209	1206
ENSMUSG00000025889	Snca	ENSMUST00000114268.5	0	0	1	0	1	2	553	307	420
ENSMUSG00000025892	Gria4	ENSMUST00000063508.15	0	0	24	0	0	4	2259	387	2706
ENSMUSG00000025893	Kbtbd3	ENSMUST00000212221.2	0	0	0	1	2	4	263	229	1821
ENSMUSG00000025894	Aasdhppt	ENSMUST00000051589.9	121	0	715	52	10	315	1885	31	927
ENSMUSG00000025898	Cwf19l2	ENSMUST00000027027.7	158	11	828	59	0	253	1279	506	2661
ENSMUSG00000025899	Alkbh8	ENSMUST00000211933.2	406	28	427	71	10	100	5558	124	1992
ENSMUSG00000025900	Rp1	ENSMUST00000027032.6	0	0	4	0	0	0	457	127	6285
ENSMUSG00000025902	Sox17	ENSMUST00000027035.10	0	2	0	0	0	1	788	1082	1257
ENSMUSG00000025903	Lypla1	ENSMUST00000027036.11	1919	1	1073	505	4	464	1726	91	690
ENSMUSG00000025905	Oprk1	ENSMUST00000160777.8	19	10	9	2	0	0	3350	185	1140
ENSMUSG00000025907	Rb1cc1	ENSMUST00000027040.13	81	39	1272	9	22	329	2376	467	4764
ENSMUSG00000025909	Sntg1	ENSMUST00000140295.8	0	0	0	0	0	0	2003	1333	1551
ENSMUSG00000025911	Adhfe1	ENSMUST00000144177.8	13	0	0	0	0	20	1699	145	1395
ENSMUSG00000025912	Mybl1	ENSMUST00000088658.11	410	21	233	38	7	108	2472	255	2253
ENSMUSG00000025915	Sgk3	ENSMUST00000168907.8	70	34	94	19	7	58	1958	333	1488
ENSMUSG00000025916	Ppp1r42	ENSMUST00000027049.10	0	0	0	0	0	0	199	155	1071
ENSMUSG00000025917	Cops5	ENSMUST00000027050.10	255	88	711	89	125	814	381	315	1002
ENSMUSG00000025920	Stau2	ENSMUST00000162751.8	12	0	83	1	4	23	1102	218	1710
ENSMUSG00000025921	Rdh10	ENSMUST00000027053.8	75	0	49	28	3	40	2320	244	1023
ENSMUSG00000025925	Terf1	ENSMUST00000188371.7	410	24	3514	139	8	1034	973	32	1263
ENSMUSG00000025927	Tfap2b	ENSMUST00000027059.11	0	0	0	0	0	0	4232	254	1377
ENSMUSG00000025929	Il17a	ENSMUST00000027061.5	0	0	0	0	0	0	640	57	474
ENSMUSG00000025930	Msc	ENSMUST00000027062.7	29	0	16	56	13	35	896	242	603
ENSMUSG00000025931	Paqr8	ENSMUST00000189400.7	368	14	23	45	9	23	3965	303	1062
ENSMUSG00000025932	Eya1	ENSMUST00000190337.7	30	0	74	7	5	47	276	150	1773
ENSMUSG00000025933	Tmem14a	ENSMUST00000027065.12	16	4	12	3	10	13	540	331	297
ENSMUSG00000025934	Gsta3	ENSMUST00000027067.15	16	0	32	3	0	34	702	92	663
ENSMUSG00000025935	Tram1	ENSMUST00000027068.11	716	27	1086	141	44	281	1628	188	1122
ENSMUSG00000025937	Lactb2	ENSMUST00000027071.7	903	18	902	277	56	429	3534	96	864
ENSMUSG00000025938	Slco5a1	ENSMUST00000136197.8	13	0	59	4	6	17	2509	640	1974
ENSMUSG00000025939	Ube2w	ENSMUST00000117146.9	292	0	28	71	6	73	1490	238	453
ENSMUSG00000025940	Tmem70	ENSMUST00000177501.2	301	0	330	73	5	64	773	101	762
ENSMUSG00000025945	Crygf	ENSMUST00000027082.11	0	0	0	0	0	4	67	38	522
ENSMUSG00000025946	Pth2r	ENSMUST00000027083.7	0	0	8	0	1	1	437	339	1638
ENSMUSG00000025949	Pikfyve	ENSMUST00000081154.14	914	9	1611	177	4	581	4940	141	6156
ENSMUSG00000025950	Idh1	ENSMUST00000097709.11	498	9	611	309	45	642	852	208	1242
ENSMUSG00000025952	Crygc	ENSMUST00000027089.15	0	0	0	0	0	4	77	184	522
ENSMUSG00000025955	Akr1cl	ENSMUST00000069142.12	0	0	0	2	0	0	581	214	966
ENSMUSG00000025956	Mettl21a	ENSMUST00000053469.2	152	11	78	51	15	52	1263	749	654
ENSMUSG00000025958	Creb1	ENSMUST00000087366.11	1976	62	547	287	23	95	7173	210	981
ENSMUSG00000025959	Klf7	ENSMUST00000114086.8	473	30	133	51	12	29	6269	490	903
ENSMUSG00000025961	4933402D24Rik	ENSMUST00000027102.2	0	0	0	0	0	0	1195	62	501
ENSMUSG00000025962	Fastkd2	ENSMUST00000027103.7	141	27	2243	15	12	419	2254	165	2067
ENSMUSG00000025963	Mdh1b	ENSMUST00000114094.3	0	0	0	0	0	2	193	26	1500
ENSMUSG00000025964	Adam23	ENSMUST00000087374.10	1764	10	8267	404	43	1473	3623	316	2487
ENSMUSG00000025967	Eef1b2	ENSMUST00000129339.8	316	102	8566	85	420	7440	877	387	675
ENSMUSG00000025968	Ndufs1	ENSMUST00000027111.15	45	37	2155	65	78	1484	238	242	2181
ENSMUSG00000025969	Nrp2	ENSMUST00000114157.3	1149	239	661	184	15	305	3061	503	2793
ENSMUSG00000025971	Maip1	ENSMUST00000027114.6	147	0	1171	23	3	180	2222	445	873
ENSMUSG00000025977	Boll	ENSMUST00000087585.10	0	0	8	0	0	14	3	0	879
ENSMUSG00000025978	Rftn2	ENSMUST00000027121.15	7	0	0	26	0	3	1654	523	1500
ENSMUSG00000025979	Mob4	ENSMUST00000162364.8	564	6	289	172	8	211	2096	69	675
ENSMUSG00000025980	Hspd1	ENSMUST00000027123.15	2582	4	8284	1304	360	6289	456	248	1719
ENSMUSG00000025981	Coq10b	ENSMUST00000087617.11	12	0	24	14	1	51	153	105	576
ENSMUSG00000025982	Sf3b1	ENSMUST00000027127.14	543	61	10139	265	53	3919	2168	115	3912
ENSMUSG00000025983	Ccdc150	ENSMUST00000027128.11	0	0	0	0	0	4	331	146	3330
ENSMUSG00000025986	Slc39a10	ENSMUST00000027131.6	3608	260	5480	357	39	602	2412	587	2499
ENSMUSG00000025991	Cps1	ENSMUST00000027144.8	3	0	11	1	0	12	916	139	4500
ENSMUSG00000025993	Slc40a1	ENSMUST00000027137.11	30	0	26	5	1	11	1341	319	1710
ENSMUSG00000025995	Wdr75	ENSMUST00000027139.15	23	4	1033	28	12	1689	107	356	2490
ENSMUSG00000025997	Ikzf2	ENSMUST00000027146.9	43	0	11	12	0	3	7557	143	1578
ENSMUSG00000026000	Lancl1	ENSMUST00000113979.10	101	17	281	67	20	286	2967	297	1197
ENSMUSG00000026003	Acadl	ENSMUST00000027153.6	89	0	199	20	1	108	598	28	1290
ENSMUSG00000026004	Kansl1l	ENSMUST00000068168.10	2	1	41	0	2	18	1416	202	2841
ENSMUSG00000026005	Rpe	ENSMUST00000027157.10	931	0	756	247	24	421	1932	76	684
ENSMUSG00000026009	Icos	ENSMUST00000102827.4	0	0	0	0	0	0	2609	32	600
ENSMUSG00000026011	Ctla4	ENSMUST00000027164.9	0	0	0	0	0	0	1118	146	669
ENSMUSG00000026012	Cd28	ENSMUST00000027165.3	6	0	0	2	0	0	3577	116	654
ENSMUSG00000026014	Raph1	ENSMUST00000027168.12	0	5	541	8	29	293	3	201	2037
ENSMUSG00000026017	Carf	ENSMUST00000187978.7	70	0	44	36	1	21	3269	127	2067
ENSMUSG00000026018	Ica1l	ENSMUST00000027172.13	0	3	14	3	1	0	2059	298	1293
ENSMUSG00000026019	Wdr12	ENSMUST00000027173.15	234	102	1153	1796	105	809	8382	361	1269
ENSMUSG00000026020	Nop58	ENSMUST00000191142.7	531	62	4967	265	376	2160	7726	173	1608
ENSMUSG00000026021	Sumo1	ENSMUST00000091374.9	1127	75	908	440	110	254	769	143	303
ENSMUSG00000026023	Cdk15	ENSMUST00000114248.3	0	0	0	0	0	0	112	66	1299
ENSMUSG00000026024	Als2	ENSMUST00000027178.13	274	13	1543	223	35	1137	1254	135	4953
ENSMUSG00000026027	Stradb	ENSMUST00000027185.11	22	0	59	4	4	36	1282	424	1254
ENSMUSG00000026028	Trak2	ENSMUST00000027186.12	748	18	467	171	36	334	3058	392	2739
ENSMUSG00000026029	Casp8	ENSMUST00000027189.15	0	0	57	0	3	36	752	393	1440
ENSMUSG00000026031	Cflar	ENSMUST00000114313.8	210	0	19	1261	8	37	4965	164	1443
ENSMUSG00000026032	Ndufb3	ENSMUST00000027193.9	196	369	839	47	107	169	162	289	312
ENSMUSG00000026034	Clk1	ENSMUST00000034868.14	3	22	518	10	37	493	200	147	1449
ENSMUSG00000026035	Ppil3	ENSMUST00000117069.8	0	73	228	29	52	128	213	667	483
ENSMUSG00000026036	Nif3l1	ENSMUST00000087521.13	113	0	213	133	45	494	2134	507	1128
ENSMUSG00000026037	Orc2	ENSMUST00000027198.12	679	15	1638	339	143	718	1436	397	1728
ENSMUSG00000026039	Sgo2a	ENSMUST00000027202.9	218	44	1731	99	83	659	1103	344	3492
ENSMUSG00000026042	Col5a2	ENSMUST00000086430.5	9	0	54	0	0	24	1766	368	4491
ENSMUSG00000026043	Col3a1	ENSMUST00000087883.13	1	0	0	0	0	0	962	210	4392
ENSMUSG00000026047	Poglut2	ENSMUST00000065767.9	0	23	1066	12	43	230	544	309	1506
ENSMUSG00000026048	Ercc5	ENSMUST00000027214.4	5	0	378	1	6	222	181	216	3510
ENSMUSG00000026049	Tex30	ENSMUST00000147571.8	38	12	406	3	72	93	83	602	675
ENSMUSG00000026051	Ecrg4	ENSMUST00000027217.9	0	0	0	3	0	0	175	283	444
ENSMUSG00000026058	Khdrbs2	ENSMUST00000027226.12	0	0	0	0	0	0	1030	204	1047
ENSMUSG00000026062	Slc9a2	ENSMUST00000027231.13	0	0	0	0	0	0	1277	1300	2442
ENSMUSG00000026063	Dnaaf6	ENSMUST00000027230.3	0	0	0	0	0	0	696	101	654
ENSMUSG00000026064	Ptp4a1	ENSMUST00000232841.2	1143	381	0	435	207	252	2907	810	519
ENSMUSG00000026065	Slc9a4	ENSMUST00000027233.9	0	0	0	0	0	1	1136	435	2391
ENSMUSG00000026068	Il18rap	ENSMUST00000027237.12	1	0	0	0	0	0	2620	427	1842
ENSMUSG00000026069	Il1rl1	ENSMUST00000097772.10	2	0	0	1	0	0	3249	352	1701
ENSMUSG00000026070	Il18r1	ENSMUST00000167723.8	0	0	0	0	0	0	348	455	1116
ENSMUSG00000026072	Il1r1	ENSMUST00000027241.11	5	0	12	4	0	1	3867	224	1728
ENSMUSG00000026073	Il1r2	ENSMUST00000027243.13	0	0	29	1	0	12	27	162	1230
ENSMUSG00000026074	Map4k4	ENSMUST00000195860.6	46	2	2849	106	14	2528	45	51	3864
ENSMUSG00000026077	Npas2	ENSMUST00000056815.9	0	0	0	0	0	7	1232	556	2448
ENSMUSG00000026078	Pdcl3	ENSMUST00000027247.11	223	27	865	41	16	289	958	2236	720
ENSMUSG00000026080	Chst10	ENSMUST00000027249.12	147	14	128	68	15	70	1634	219	1122
ENSMUSG00000026082	Rev1	ENSMUST00000027251.12	1	11	898	22	18	549	304	211	3747
ENSMUSG00000026083	Eif5b	ENSMUST00000027252.8	245	46	5557	105	79	1411	3869	280	3648
ENSMUSG00000026085	Lyg1	ENSMUST00000114894.2	0	0	0	0	0	0	150	57	591
ENSMUSG00000026087	Mrpl30	ENSMUST00000027256.12	23	40	170	30	192	374	274	215	480
ENSMUSG00000026088	Mitd1	ENSMUST00000027257.10	28	6	140	93	13	112	383	101	747
ENSMUSG00000026090	Cracdl	ENSMUST00000162875.8	1	0	8	1	0	3	583	526	3525
ENSMUSG00000026094	Stk17b	ENSMUST00000027263.14	811	3	177	81	3	92	1985	192	1116
