gene_id_base	gene_name	transcript_id	region	clip_points	region_length	rna_control_reads
ENSMUSG00000027439	Gzf1	ENSMUST00000028928.8	5utr	7	210	4
ENSMUSG00000027439	Gzf1	ENSMUST00000028928.8	cds	203	2118	71
ENSMUSG00000027442	Cst8	ENSMUST00000028931.10	3utr	0	98	0
ENSMUSG00000027442	Cst8	ENSMUST00000028931.10	5utr	0	244	0
ENSMUSG00000027442	Cst8	ENSMUST00000028931.10	cds	0	426	0
ENSMUSG00000027443	Cst12	ENSMUST00000168443.8	3utr	0	123	0
ENSMUSG00000027443	Cst12	ENSMUST00000168443.8	cds	0	423	0
ENSMUSG00000027444	Cstdc1	ENSMUST00000028933.3	3utr	0	113	0
ENSMUSG00000027444	Cstdc1	ENSMUST00000028933.3	5utr	0	99	0
ENSMUSG00000027444	Cstdc1	ENSMUST00000028933.3	cds	0	390	0
ENSMUSG00000027445	Cst9	ENSMUST00000028935.4	3utr	0	212	0
ENSMUSG00000027445	Cst9	ENSMUST00000028935.4	5utr	0	64	0
ENSMUSG00000027445	Cst9	ENSMUST00000028935.4	cds	0	411	0
ENSMUSG00000027446	Cstdc2	ENSMUST00000028937.3	3utr	0	208	0
ENSMUSG00000027446	Cstdc2	ENSMUST00000028937.3	5utr	0	54	0
ENSMUSG00000027446	Cstdc2	ENSMUST00000028937.3	cds	0	399	0
ENSMUSG00000027447	Cst3	ENSMUST00000028938.7	3utr	131	241	73
ENSMUSG00000027447	Cst3	ENSMUST00000028938.7	5utr	166	199	63
ENSMUSG00000027447	Cst3	ENSMUST00000028938.7	cds	490	420	286
ENSMUSG00000027452	Acss1	ENSMUST00000028944.4	3utr	226	1511	115
ENSMUSG00000027452	Acss1	ENSMUST00000028944.4	5utr	0	61	1
ENSMUSG00000027452	Acss1	ENSMUST00000028944.4	cds	209	2046	242
ENSMUSG00000027454	Gins1	ENSMUST00000028948.5	3utr	31	374	47
ENSMUSG00000027454	Gins1	ENSMUST00000028948.5	5utr	13	125	49
ENSMUSG00000027454	Gins1	ENSMUST00000028948.5	cds	171	588	232
ENSMUSG00000027455	Nsfl1c	ENSMUST00000028949.16	3utr	66	239	101
ENSMUSG00000027455	Nsfl1c	ENSMUST00000028949.16	5utr	5	15	3
ENSMUSG00000027455	Nsfl1c	ENSMUST00000028949.16	cds	371	1110	654
ENSMUSG00000027456	Sdcbp2	ENSMUST00000028950.9	3utr	0	421	6
ENSMUSG00000027456	Sdcbp2	ENSMUST00000028950.9	5utr	0	102	0
ENSMUSG00000027456	Sdcbp2	ENSMUST00000028950.9	cds	22	876	6
ENSMUSG00000027457	Snph	ENSMUST00000109875.8	3utr	0	2859	0
ENSMUSG00000027457	Snph	ENSMUST00000109875.8	5utr	0	467	1
ENSMUSG00000027457	Snph	ENSMUST00000109875.8	cds	0	1584	1
ENSMUSG00000027459	Fam110a	ENSMUST00000062047.6	3utr	7	563	14
ENSMUSG00000027459	Fam110a	ENSMUST00000062047.6	5utr	1	303	19
ENSMUSG00000027459	Fam110a	ENSMUST00000062047.6	cds	8	888	27
ENSMUSG00000027460	Angpt4	ENSMUST00000028955.6	3utr	0	686	0
ENSMUSG00000027460	Angpt4	ENSMUST00000028955.6	5utr	0	122	0
ENSMUSG00000027460	Angpt4	ENSMUST00000028955.6	cds	0	1527	0
ENSMUSG00000027463	Slc52a3	ENSMUST00000073228.12	3utr	42	1103	19
ENSMUSG00000027463	Slc52a3	ENSMUST00000073228.12	5utr	6	186	7
ENSMUSG00000027463	Slc52a3	ENSMUST00000073228.12	cds	25	1380	27
ENSMUSG00000027465	Tbc1d20	ENSMUST00000028963.14	3utr	203	2034	127
ENSMUSG00000027465	Tbc1d20	ENSMUST00000028963.14	5utr	1	146	2
ENSMUSG00000027465	Tbc1d20	ENSMUST00000028963.14	cds	215	1206	110
ENSMUSG00000027466	Rbck1	ENSMUST00000109847.9	3utr	88	503	99
ENSMUSG00000027466	Rbck1	ENSMUST00000109847.9	5utr	7	357	31
ENSMUSG00000027466	Rbck1	ENSMUST00000109847.9	cds	138	1524	441
ENSMUSG00000027468	Defb22	ENSMUST00000028966.3	3utr	0	64	0
ENSMUSG00000027468	Defb22	ENSMUST00000028966.3	5utr	0	27	0
ENSMUSG00000027468	Defb22	ENSMUST00000028966.3	cds	0	537	0
ENSMUSG00000027469	Tpx2	ENSMUST00000178997.8	3utr	478	1633	335
ENSMUSG00000027469	Tpx2	ENSMUST00000178997.8	5utr	118	293	193
ENSMUSG00000027469	Tpx2	ENSMUST00000178997.8	cds	1679	2235	1002
ENSMUSG00000027470	Mylk2	ENSMUST00000028970.8	3utr	0	916	0
ENSMUSG00000027470	Mylk2	ENSMUST00000028970.8	5utr	0	196	0
ENSMUSG00000027470	Mylk2	ENSMUST00000028970.8	cds	0	1839	0
ENSMUSG00000027472	Pdrg1	ENSMUST00000028972.9	3utr	46	767	50
ENSMUSG00000027472	Pdrg1	ENSMUST00000028972.9	5utr	9	107	2
ENSMUSG00000027472	Pdrg1	ENSMUST00000028972.9	cds	44	399	37
ENSMUSG00000027474	Ccm2l	ENSMUST00000238488.2	3utr	0	525	0
ENSMUSG00000027474	Ccm2l	ENSMUST00000238488.2	5utr	0	52	0
ENSMUSG00000027474	Ccm2l	ENSMUST00000238488.2	cds	0	1692	2
ENSMUSG00000027475	Kif3b	ENSMUST00000028977.7	3utr	131	3238	114
ENSMUSG00000027475	Kif3b	ENSMUST00000028977.7	5utr	0	156	5
ENSMUSG00000027475	Kif3b	ENSMUST00000028977.7	cds	210	2241	97
ENSMUSG00000027478	Dnmt3b	ENSMUST00000109774.9	3utr	358	1334	200
ENSMUSG00000027478	Dnmt3b	ENSMUST00000109774.9	5utr	1	409	42
ENSMUSG00000027478	Dnmt3b	ENSMUST00000109774.9	cds	439	2577	645
ENSMUSG00000027479	Mapre1	ENSMUST00000028981.9	3utr	1570	6383	614
ENSMUSG00000027479	Mapre1	ENSMUST00000028981.9	5utr	16	149	81
ENSMUSG00000027479	Mapre1	ENSMUST00000028981.9	cds	573	804	566
ENSMUSG00000027480	Sun5	ENSMUST00000028982.5	3utr	0	27	0
ENSMUSG00000027480	Sun5	ENSMUST00000028982.5	5utr	0	86	0
ENSMUSG00000027480	Sun5	ENSMUST00000028982.5	cds	2	1044	0
ENSMUSG00000027481	Bpifb2	ENSMUST00000028983.3	3utr	0	243	0
ENSMUSG00000027481	Bpifb2	ENSMUST00000028983.3	5utr	0	101	0
ENSMUSG00000027481	Bpifb2	ENSMUST00000028983.3	cds	0	1386	0
ENSMUSG00000027482	Bpifa3	ENSMUST00000028984.13	3utr	0	190	0
ENSMUSG00000027482	Bpifa3	ENSMUST00000028984.13	5utr	0	200	0
ENSMUSG00000027482	Bpifa3	ENSMUST00000028984.13	cds	0	717	0
ENSMUSG00000027483	Bpifa1	ENSMUST00000028985.8	3utr	0	213	0
ENSMUSG00000027483	Bpifa1	ENSMUST00000028985.8	5utr	0	59	0
ENSMUSG00000027483	Bpifa1	ENSMUST00000028985.8	cds	0	834	0
ENSMUSG00000027484	Bpifa5	ENSMUST00000028986.3	3utr	0	216	0
ENSMUSG00000027484	Bpifa5	ENSMUST00000028986.3	5utr	0	63	0
ENSMUSG00000027484	Bpifa5	ENSMUST00000028986.3	cds	0	810	0
ENSMUSG00000027485	Bpifb1	ENSMUST00000081816.11	3utr	0	159	0
ENSMUSG00000027485	Bpifb1	ENSMUST00000081816.11	5utr	0	118	0
ENSMUSG00000027485	Bpifb1	ENSMUST00000081816.11	cds	0	1422	0
ENSMUSG00000027487	Cdk5rap1	ENSMUST00000028990.10	3utr	7	148	7
ENSMUSG00000027487	Cdk5rap1	ENSMUST00000028990.10	5utr	3	58	25
ENSMUSG00000027487	Cdk5rap1	ENSMUST00000028990.10	cds	139	1764	173
ENSMUSG00000027488	Snta1	ENSMUST00000109728.8	3utr	34	506	66
ENSMUSG00000027488	Snta1	ENSMUST00000109728.8	5utr	0	128	4
ENSMUSG00000027488	Snta1	ENSMUST00000109728.8	cds	28	1497	130
ENSMUSG00000027489	Necab3	ENSMUST00000000895.13	3utr	2	743	16
ENSMUSG00000027489	Necab3	ENSMUST00000000895.13	5utr	0	27	0
ENSMUSG00000027489	Necab3	ENSMUST00000000895.13	cds	0	1059	46
ENSMUSG00000027490	E2f1	ENSMUST00000103145.11	3utr	207	1284	98
ENSMUSG00000027490	E2f1	ENSMUST00000103145.11	5utr	0	158	2
ENSMUSG00000027490	E2f1	ENSMUST00000103145.11	cds	122	1290	237
ENSMUSG00000027495	Fam210b	ENSMUST00000028995.5	3utr	69	2950	27
ENSMUSG00000027495	Fam210b	ENSMUST00000028995.5	5utr	0	97	2
ENSMUSG00000027495	Fam210b	ENSMUST00000028995.5	cds	28	570	8
ENSMUSG00000027496	Aurka	ENSMUST00000028997.8	3utr	690	603	209
ENSMUSG00000027496	Aurka	ENSMUST00000028997.8	5utr	7	51	33
ENSMUSG00000027496	Aurka	ENSMUST00000028997.8	cds	458	1251	651
ENSMUSG00000027498	Cstf1	ENSMUST00000116375.2	3utr	164	1832	189
ENSMUSG00000027498	Cstf1	ENSMUST00000116375.2	5utr	80	326	62
ENSMUSG00000027498	Cstf1	ENSMUST00000116375.2	cds	255	1293	409
ENSMUSG00000027499	Pkia	ENSMUST00000028999.12	3utr	30	3279	7
ENSMUSG00000027499	Pkia	ENSMUST00000028999.12	5utr	0	110	0
ENSMUSG00000027499	Pkia	ENSMUST00000028999.12	cds	13	228	1
ENSMUSG00000027500	Stmn2	ENSMUST00000029002.9	3utr	741	1284	278
ENSMUSG00000027500	Stmn2	ENSMUST00000029002.9	5utr	14	252	63
ENSMUSG00000027500	Stmn2	ENSMUST00000029002.9	cds	951	537	517
ENSMUSG00000027502	Rtf2	ENSMUST00000029005.4	3utr	61	1137	94
ENSMUSG00000027502	Rtf2	ENSMUST00000029005.4	5utr	13	115	16
ENSMUSG00000027502	Rtf2	ENSMUST00000029005.4	cds	97	921	285
ENSMUSG00000027505	Fam209	ENSMUST00000029007.3	3utr	0	115	0
ENSMUSG00000027505	Fam209	ENSMUST00000029007.3	5utr	0	73	0
ENSMUSG00000027505	Fam209	ENSMUST00000029007.3	cds	15	510	2
ENSMUSG00000027506	Tpd52	ENSMUST00000091354.12	3utr	1018	1457	414
ENSMUSG00000027506	Tpd52	ENSMUST00000091354.12	5utr	0	64	0
ENSMUSG00000027506	Tpd52	ENSMUST00000091354.12	cds	1330	672	323
ENSMUSG00000027508	Pag1	ENSMUST00000161949.8	3utr	63	6291	15
ENSMUSG00000027508	Pag1	ENSMUST00000161949.8	5utr	0	678	2
ENSMUSG00000027508	Pag1	ENSMUST00000161949.8	cds	8	1287	3
ENSMUSG00000027509	Rae1	ENSMUST00000029013.10	3utr	124	373	143
ENSMUSG00000027509	Rae1	ENSMUST00000029013.10	5utr	0	265	117
ENSMUSG00000027509	Rae1	ENSMUST00000029013.10	cds	577	1104	832
ENSMUSG00000027510	Rbm38	ENSMUST00000029014.16	3utr	109	919	235
ENSMUSG00000027510	Rbm38	ENSMUST00000029014.16	5utr	1	138	16
ENSMUSG00000027510	Rbm38	ENSMUST00000029014.16	cds	59	711	446
ENSMUSG00000027513	Pck1	ENSMUST00000029017.6	3utr	0	630	0
ENSMUSG00000027513	Pck1	ENSMUST00000029017.6	5utr	0	165	0
ENSMUSG00000027513	Pck1	ENSMUST00000029017.6	cds	0	1866	0
ENSMUSG00000027514	Zbp1	ENSMUST00000029018.14	3utr	0	608	0
ENSMUSG00000027514	Zbp1	ENSMUST00000029018.14	5utr	0	148	0
ENSMUSG00000027514	Zbp1	ENSMUST00000029018.14	cds	8	1233	2
ENSMUSG00000027517	Ankrd60	ENSMUST00000119453.9	3utr	0	111	0
ENSMUSG00000027517	Ankrd60	ENSMUST00000119453.9	cds	0	954	0
ENSMUSG00000027518	1700021F07Rik	ENSMUST00000029023.4	3utr	0	160	3
ENSMUSG00000027518	1700021F07Rik	ENSMUST00000029023.4	5utr	0	78	0
ENSMUSG00000027518	1700021F07Rik	ENSMUST00000029023.4	cds	0	408	0
ENSMUSG00000027519	Rab22a	ENSMUST00000029024.10	3utr	642	6227	153
ENSMUSG00000027519	Rab22a	ENSMUST00000029024.10	5utr	5	346	18
ENSMUSG00000027519	Rab22a	ENSMUST00000029024.10	cds	45	582	79
ENSMUSG00000027520	Zdbf2	ENSMUST00000029025.9	3utr	2452	4633	473
ENSMUSG00000027520	Zdbf2	ENSMUST00000029025.9	cds	5949	7479	1088
ENSMUSG00000027522	Stx16	ENSMUST00000087908.10	3utr	247	2751	233
ENSMUSG00000027522	Stx16	ENSMUST00000087908.10	5utr	18	136	13
ENSMUSG00000027522	Stx16	ENSMUST00000087908.10	cds	242	978	130
ENSMUSG00000027523	Gnas	ENSMUST00000087871.11	3utr	18	359	8
ENSMUSG00000027523	Gnas	ENSMUST00000087871.11	5utr	0	2362	11
ENSMUSG00000027523	Gnas	ENSMUST00000087871.11	cds	302	1182	517
ENSMUSG00000027524	Edn3	ENSMUST00000029030.9	3utr	1	2127	0
ENSMUSG00000027524	Edn3	ENSMUST00000029030.9	5utr	0	348	0
ENSMUSG00000027524	Edn3	ENSMUST00000029030.9	cds	0	642	0
ENSMUSG00000027525	Phactr3	ENSMUST00000103066.10	3utr	0	554	2
ENSMUSG00000027525	Phactr3	ENSMUST00000103066.10	5utr	0	452	0
ENSMUSG00000027525	Phactr3	ENSMUST00000103066.10	cds	10	1674	5
ENSMUSG00000027528	Fabp9	ENSMUST00000029038.8	3utr	0	129	0
ENSMUSG00000027528	Fabp9	ENSMUST00000029038.8	5utr	0	58	0
ENSMUSG00000027528	Fabp9	ENSMUST00000029038.8	cds	0	396	0
ENSMUSG00000027530	Fabp12	ENSMUST00000029043.13	3utr	0	1796	0
ENSMUSG00000027530	Fabp12	ENSMUST00000029043.13	5utr	0	320	0
ENSMUSG00000027530	Fabp12	ENSMUST00000029043.13	cds	0	396	0
ENSMUSG00000027531	Impa1	ENSMUST00000065938.15	3utr	155	3233	218
ENSMUSG00000027531	Impa1	ENSMUST00000065938.15	5utr	16	121	34
ENSMUSG00000027531	Impa1	ENSMUST00000065938.15	cds	481	831	207
ENSMUSG00000027533	Fabp5	ENSMUST00000029046.9	3utr	69	490	38
ENSMUSG00000027533	Fabp5	ENSMUST00000029046.9	5utr	0	92	7
ENSMUSG00000027533	Fabp5	ENSMUST00000029046.9	cds	228	405	183
ENSMUSG00000027534	Snx16	ENSMUST00000029047.12	3utr	40	984	12
ENSMUSG00000027534	Snx16	ENSMUST00000029047.12	5utr	9	272	3
ENSMUSG00000027534	Snx16	ENSMUST00000029047.12	cds	128	1032	45
ENSMUSG00000027536	Chmp4c	ENSMUST00000029049.7	3utr	593	5367	190
ENSMUSG00000027536	Chmp4c	ENSMUST00000029049.7	5utr	2	125	2
ENSMUSG00000027536	Chmp4c	ENSMUST00000029049.7	cds	98	696	60
ENSMUSG00000027540	Ptpn1	ENSMUST00000029053.8	3utr	154	2750	129
ENSMUSG00000027540	Ptpn1	ENSMUST00000029053.8	5utr	0	167	22
ENSMUSG00000027540	Ptpn1	ENSMUST00000029053.8	cds	230	1296	207
ENSMUSG00000027544	Nfatc2	ENSMUST00000074618.10	3utr	21	3787	20
ENSMUSG00000027544	Nfatc2	ENSMUST00000074618.10	5utr	0	69	0
ENSMUSG00000027544	Nfatc2	ENSMUST00000074618.10	cds	8	2781	15
ENSMUSG00000027546	Atp9a	ENSMUST00000029060.11	3utr	26	337	17
ENSMUSG00000027546	Atp9a	ENSMUST00000029060.11	5utr	0	51	0
ENSMUSG00000027546	Atp9a	ENSMUST00000029060.11	cds	281	3141	222
ENSMUSG00000027547	Sall4	ENSMUST00000029061.12	3utr	970	1700	411
ENSMUSG00000027547	Sall4	ENSMUST00000029061.12	5utr	68	172	17
ENSMUSG00000027547	Sall4	ENSMUST00000029061.12	cds	880	3201	1122
ENSMUSG00000027550	Lrrcc1	ENSMUST00000108370.9	3utr	6	234	0
ENSMUSG00000027550	Lrrcc1	ENSMUST00000108370.9	5utr	0	146	5
ENSMUSG00000027550	Lrrcc1	ENSMUST00000108370.9	cds	201	2979	69
ENSMUSG00000027551	Zfp64	ENSMUST00000087971.11	3utr	13	302	20
ENSMUSG00000027551	Zfp64	ENSMUST00000087971.11	5utr	2	108	27
ENSMUSG00000027551	Zfp64	ENSMUST00000087971.11	cds	200	2028	307
ENSMUSG00000027552	E2f5	ENSMUST00000029069.13	3utr	96	595	43
ENSMUSG00000027552	E2f5	ENSMUST00000029069.13	5utr	0	179	11
ENSMUSG00000027552	E2f5	ENSMUST00000029069.13	cds	88	1005	96
ENSMUSG00000027555	Car13	ENSMUST00000029071.9	3utr	19	1431	17
ENSMUSG00000027555	Car13	ENSMUST00000029071.9	5utr	0	82	4
ENSMUSG00000027555	Car13	ENSMUST00000029071.9	cds	9	786	44
ENSMUSG00000027556	Car1	ENSMUST00000181860.8	3utr	0	323	0
ENSMUSG00000027556	Car1	ENSMUST00000181860.8	5utr	0	88	0
ENSMUSG00000027556	Car1	ENSMUST00000181860.8	cds	0	783	0
ENSMUSG00000027559	Car3	ENSMUST00000029076.6	3utr	0	865	0
ENSMUSG00000027559	Car3	ENSMUST00000029076.6	5utr	0	34	0
ENSMUSG00000027559	Car3	ENSMUST00000029076.6	cds	0	780	0
ENSMUSG00000027560	Dok5	ENSMUST00000029075.5	3utr	1	534	1
ENSMUSG00000027560	Dok5	ENSMUST00000029075.5	5utr	0	316	0
ENSMUSG00000027560	Dok5	ENSMUST00000029075.5	cds	0	918	0
ENSMUSG00000027562	Car2	ENSMUST00000029078.9	3utr	43	683	25
ENSMUSG00000027562	Car2	ENSMUST00000029078.9	5utr	5	325	22
ENSMUSG00000027562	Car2	ENSMUST00000029078.9	cds	50	780	118
ENSMUSG00000027564	Cypt12	ENSMUST00000029080.5	3utr	0	138	0
ENSMUSG00000027564	Cypt12	ENSMUST00000029080.5	5utr	0	55	0
ENSMUSG00000027564	Cypt12	ENSMUST00000029080.5	cds	0	357	0
ENSMUSG00000027566	Psma7	ENSMUST00000029082.9	3utr	67	110	58
ENSMUSG00000027566	Psma7	ENSMUST00000029082.9	5utr	6	60	45
ENSMUSG00000027566	Psma7	ENSMUST00000029082.9	cds	1730	744	1175
ENSMUSG00000027568	Ntsr1	ENSMUST00000029084.9	3utr	0	2203	0
ENSMUSG00000027568	Ntsr1	ENSMUST00000029084.9	5utr	0	442	0
ENSMUSG00000027568	Ntsr1	ENSMUST00000029084.9	cds	0	1272	0
ENSMUSG00000027569	Mrgbp	ENSMUST00000029085.9	3utr	200	802	58
ENSMUSG00000027569	Mrgbp	ENSMUST00000029085.9	5utr	2	96	1
ENSMUSG00000027569	Mrgbp	ENSMUST00000029085.9	cds	49	612	71
ENSMUSG00000027570	Col9a3	ENSMUST00000103059.2	3utr	15	768	1
ENSMUSG00000027570	Col9a3	ENSMUST00000103059.2	5utr	0	38	0
ENSMUSG00000027570	Col9a3	ENSMUST00000103059.2	cds	4	2040	13
ENSMUSG00000027573	Gid8	ENSMUST00000078687.6	3utr	329	722	331
ENSMUSG00000027573	Gid8	ENSMUST00000078687.6	5utr	0	657	6
ENSMUSG00000027573	Gid8	ENSMUST00000078687.6	cds	872	684	412
ENSMUSG00000027574	Nkain4	ENSMUST00000103053.10	3utr	10	251	1
ENSMUSG00000027574	Nkain4	ENSMUST00000103053.10	5utr	0	75	1
ENSMUSG00000027574	Nkain4	ENSMUST00000103053.10	cds	6	624	14
ENSMUSG00000027575	Arfgap1	ENSMUST00000029092.13	3utr	78	1159	75
ENSMUSG00000027575	Arfgap1	ENSMUST00000029092.13	5utr	0	313	19
ENSMUSG00000027575	Arfgap1	ENSMUST00000029092.13	cds	114	1242	209
ENSMUSG00000027577	Chrna4	ENSMUST00000067120.14	3utr	0	2446	1
ENSMUSG00000027577	Chrna4	ENSMUST00000067120.14	5utr	0	232	0
ENSMUSG00000027577	Chrna4	ENSMUST00000067120.14	cds	0	1887	2
ENSMUSG00000027579	Srms	ENSMUST00000016498.5	3utr	0	628	0
ENSMUSG00000027579	Srms	ENSMUST00000016498.5	5utr	0	413	1
ENSMUSG00000027579	Srms	ENSMUST00000016498.5	cds	0	1521	5
ENSMUSG00000027580	Helz2	ENSMUST00000108831.8	3utr	0	1133	3
ENSMUSG00000027580	Helz2	ENSMUST00000108831.8	5utr	0	135	0
ENSMUSG00000027580	Helz2	ENSMUST00000108831.8	cds	21	8841	34
ENSMUSG00000027581	Stmn3	ENSMUST00000103045.4	3utr	35	308	24
ENSMUSG00000027581	Stmn3	ENSMUST00000103045.4	5utr	0	288	4
ENSMUSG00000027581	Stmn3	ENSMUST00000103045.4	cds	22	540	32
ENSMUSG00000027582	Zgpat	ENSMUST00000029105.12	3utr	0	284	9
ENSMUSG00000027582	Zgpat	ENSMUST00000029105.12	5utr	0	476	10
ENSMUSG00000027582	Zgpat	ENSMUST00000029105.12	cds	283	1533	140
ENSMUSG00000027583	Zbtb46	ENSMUST00000180222.8	3utr	0	181	0
ENSMUSG00000027583	Zbtb46	ENSMUST00000180222.8	5utr	0	33	0
ENSMUSG00000027583	Zbtb46	ENSMUST00000180222.8	cds	2	1800	17
ENSMUSG00000027584	Oprl1	ENSMUST00000071585.10	3utr	5	1651	1
ENSMUSG00000027584	Oprl1	ENSMUST00000071585.10	5utr	0	247	0
ENSMUSG00000027584	Oprl1	ENSMUST00000071585.10	cds	0	1101	4
ENSMUSG00000027589	Pcmtd2	ENSMUST00000029116.14	3utr	216	2153	65
ENSMUSG00000027589	Pcmtd2	ENSMUST00000029116.14	5utr	0	339	14
ENSMUSG00000027589	Pcmtd2	ENSMUST00000029116.14	cds	70	1077	75
ENSMUSG00000027593	Raly	ENSMUST00000058089.13	3utr	899	375	257
ENSMUSG00000027593	Raly	ENSMUST00000058089.13	5utr	5	484	203
ENSMUSG00000027593	Raly	ENSMUST00000058089.13	cds	2334	888	1247
ENSMUSG00000027596	a	ENSMUST00000029123.3	3utr	0	217	0
ENSMUSG00000027596	a	ENSMUST00000029123.3	5utr	0	121	0
ENSMUSG00000027596	a	ENSMUST00000029123.3	cds	0	393	0
ENSMUSG00000027597	Ahcy	ENSMUST00000054607.16	3utr	10	1142	1081
ENSMUSG00000027597	Ahcy	ENSMUST00000054607.16	5utr	0	105	69
ENSMUSG00000027597	Ahcy	ENSMUST00000054607.16	cds	3	1296	2290
ENSMUSG00000027598	Itch	ENSMUST00000109685.8	3utr	163	2390	147
ENSMUSG00000027598	Itch	ENSMUST00000109685.8	5utr	16	327	16
ENSMUSG00000027598	Itch	ENSMUST00000109685.8	cds	801	2592	302
ENSMUSG00000027599	Armc1	ENSMUST00000029125.10	3utr	495	2633	316
ENSMUSG00000027599	Armc1	ENSMUST00000029125.10	5utr	5	194	35
ENSMUSG00000027599	Armc1	ENSMUST00000029125.10	cds	402	846	253
ENSMUSG00000027601	Mtfr1	ENSMUST00000130645.8	3utr	727	1714	195
ENSMUSG00000027601	Mtfr1	ENSMUST00000130645.8	5utr	41	255	87
ENSMUSG00000027601	Mtfr1	ENSMUST00000130645.8	cds	471	984	342
ENSMUSG00000027602	Map1lc3a	ENSMUST00000029128.4	3utr	41	439	77
ENSMUSG00000027602	Map1lc3a	ENSMUST00000029128.4	5utr	0	310	13
ENSMUSG00000027602	Map1lc3a	ENSMUST00000029128.4	cds	79	363	145
ENSMUSG00000027603	Ggt7	ENSMUST00000029131.11	3utr	0	577	0
ENSMUSG00000027603	Ggt7	ENSMUST00000029131.11	5utr	0	51	0
ENSMUSG00000027603	Ggt7	ENSMUST00000029131.11	cds	12	1986	9
ENSMUSG00000027605	Acss2	ENSMUST00000029135.15	3utr	8	669	18
ENSMUSG00000027605	Acss2	ENSMUST00000029135.15	5utr	0	159	0
ENSMUSG00000027605	Acss2	ENSMUST00000029135.15	cds	17	2103	69
ENSMUSG00000027606	Dnajc5b	ENSMUST00000029132.11	3utr	0	226	0
ENSMUSG00000027606	Dnajc5b	ENSMUST00000029132.11	5utr	0	100	0
ENSMUSG00000027606	Dnajc5b	ENSMUST00000029132.11	cds	0	597	0
ENSMUSG00000027610	Gss	ENSMUST00000079691.13	3utr	71	418	38
ENSMUSG00000027610	Gss	ENSMUST00000079691.13	5utr	7	123	4
ENSMUSG00000027610	Gss	ENSMUST00000079691.13	cds	180	1422	212
ENSMUSG00000027611	Procr	ENSMUST00000029140.12	3utr	7	590	23
ENSMUSG00000027611	Procr	ENSMUST00000029140.12	5utr	0	281	2
ENSMUSG00000027611	Procr	ENSMUST00000029140.12	cds	10	726	5
ENSMUSG00000027612	Mmp24	ENSMUST00000029141.6	3utr	0	2321	7
ENSMUSG00000027612	Mmp24	ENSMUST00000029141.6	5utr	0	131	0
ENSMUSG00000027612	Mmp24	ENSMUST00000029141.6	cds	0	1854	4
ENSMUSG00000027613	Eif6	ENSMUST00000029142.15	3utr	36	273	203
ENSMUSG00000027613	Eif6	ENSMUST00000029142.15	5utr	14	492	375
ENSMUSG00000027613	Eif6	ENSMUST00000029142.15	cds	619	735	1226
ENSMUSG00000027615	Hps3	ENSMUST00000012580.13	3utr	5	960	14
ENSMUSG00000027615	Hps3	ENSMUST00000012580.13	5utr	0	50	3
ENSMUSG00000027615	Hps3	ENSMUST00000012580.13	cds	144	3006	132
ENSMUSG00000027618	Nfs1	ENSMUST00000029147.16	3utr	109	628	33
ENSMUSG00000027618	Nfs1	ENSMUST00000029147.16	5utr	0	46	12
ENSMUSG00000027618	Nfs1	ENSMUST00000029147.16	cds	182	1377	226
ENSMUSG00000027620	Rbm39	ENSMUST00000029149.13	3utr	736	845	218
ENSMUSG00000027620	Rbm39	ENSMUST00000029149.13	5utr	25	294	137
ENSMUSG00000027620	Rbm39	ENSMUST00000029149.13	cds	1611	1572	1291
ENSMUSG00000027624	Epb41l1	ENSMUST00000103137.10	3utr	385	3399	42
ENSMUSG00000027624	Epb41l1	ENSMUST00000103137.10	5utr	0	454	8
ENSMUSG00000027624	Epb41l1	ENSMUST00000103137.10	cds	43	2637	142
ENSMUSG00000027628	Aar2	ENSMUST00000029158.4	3utr	160	1943	88
ENSMUSG00000027628	Aar2	ENSMUST00000029158.4	5utr	4	332	40
ENSMUSG00000027628	Aar2	ENSMUST00000029158.4	cds	19	1152	101
ENSMUSG00000027630	Tbl1xr1	ENSMUST00000193734.6	3utr	2430	6170	278
ENSMUSG00000027630	Tbl1xr1	ENSMUST00000193734.6	5utr	57	525	29
ENSMUSG00000027630	Tbl1xr1	ENSMUST00000193734.6	cds	840	1542	199
ENSMUSG00000027634	Ndrg3	ENSMUST00000072298.13	3utr	191	1358	77
ENSMUSG00000027634	Ndrg3	ENSMUST00000072298.13	5utr	10	103	10
ENSMUSG00000027634	Ndrg3	ENSMUST00000072298.13	cds	64	1125	141
ENSMUSG00000027635	Dsn1	ENSMUST00000103130.8	3utr	154	922	56
ENSMUSG00000027635	Dsn1	ENSMUST00000103130.8	5utr	36	670	27
ENSMUSG00000027635	Dsn1	ENSMUST00000103130.8	cds	166	1044	96
ENSMUSG00000027636	Sla2	ENSMUST00000029164.9	3utr	0	1966	2
ENSMUSG00000027636	Sla2	ENSMUST00000029164.9	5utr	0	230	0
ENSMUSG00000027636	Sla2	ENSMUST00000029164.9	cds	0	777	0
ENSMUSG00000027637	Rab5if	ENSMUST00000029165.4	3utr	227	482	286
ENSMUSG00000027637	Rab5if	ENSMUST00000029165.4	5utr	3	176	46
ENSMUSG00000027637	Rab5if	ENSMUST00000029165.4	cds	522	387	265
ENSMUSG00000027639	Samhd1	ENSMUST00000057725.10	3utr	92	1869	135
ENSMUSG00000027639	Samhd1	ENSMUST00000057725.10	5utr	0	83	0
ENSMUSG00000027639	Samhd1	ENSMUST00000057725.10	cds	643	1974	300
