gene_id	gene_id_base	gene_name	transcript_id	chrom	strand	transcript_length	cds_length	utr_length	selection_score
ENSMUSG00000022792.17	ENSMUSG00000022792	Yars2	ENSMUST00000059955.15	chr16	+	1574	1416	158	1|1|1|1|1416|1574
ENSMUSG00000022793.18	ENSMUSG00000022793	B4galt4	ENSMUST00000023482.13	chr16	+	2304	1032	1272	1|1|1|1|1032|2304
ENSMUSG00000022797.17	ENSMUSG00000022797	Tfrc	ENSMUST00000023486.15	chr16	+	4890	2289	2601	1|1|1|1|2289|4890
ENSMUSG00000022798.9	ENSMUSG00000022798	Tex55	ENSMUST00000122078.3	chr16	-	1367	1143	224	1|1|1|1|1143|1367
ENSMUSG00000022799.5	ENSMUSG00000022799	Arhgap31	ENSMUST00000023487.5	chr16	-	7964	4275	3689	1|1|1|1|4275|7964
ENSMUSG00000022800.15	ENSMUSG00000022800	Fyttd1	ENSMUST00000023489.11	chr16	+	4312	951	3361	1|1|1|1|951|4312
ENSMUSG00000022801.14	ENSMUSG00000022801	Lrch3	ENSMUST00000023491.13	chr16	+	5536	2334	3202	1|1|1|1|2334|5536
ENSMUSG00000022802.3	ENSMUSG00000022802	Lmln	ENSMUST00000023497.3	chr16	+	6147	2043	4104	1|1|1|1|2043|6147
ENSMUSG00000022803.13	ENSMUSG00000022803	Popdc2	ENSMUST00000023494.13	chr16	+	2169	1113	1056	1|1|1|1|1113|2169
ENSMUSG00000022805.18	ENSMUSG00000022805	Cfap91	ENSMUST00000023501.16	chr16	-	3048	2349	699	1|1|1|1|2349|3048
ENSMUSG00000022807.10	ENSMUSG00000022807	Osbpl11	ENSMUST00000039733.10	chr16	+	4521	2271	2250	1|1|1|1|2271|4521
ENSMUSG00000022808.6	ENSMUSG00000022808	Snx4	ENSMUST00000023502.6	chr16	+	3161	1350	1811	1|1|1|1|1350|3161
ENSMUSG00000022809.5	ENSMUSG00000022809	Nr1i2	ENSMUST00000023504.5	chr16	-	2553	1293	1260	1|1|1|1|1293|2553
ENSMUSG00000022811.18	ENSMUSG00000022811	Zfp148	ENSMUST00000165418.9	chr16	+	9830	2382	7448	1|1|1|1|2382|9830
ENSMUSG00000022812.15	ENSMUSG00000022812	Gsk3b	ENSMUST00000023507.13	chr16	+	8303	1260	7043	1|1|1|1|1260|8303
ENSMUSG00000022814.7	ENSMUSG00000022814	Umps	ENSMUST00000023510.7	chr16	-	3484	1443	2041	1|1|1|1|1443|3484
ENSMUSG00000022816.12	ENSMUSG00000022816	Fstl1	ENSMUST00000114763.3	chr16	+	3789	918	2871	1|1|1|1|918|3789
ENSMUSG00000022817.16	ENSMUSG00000022817	Itgb5	ENSMUST00000115028.11	chr16	+	3282	2397	885	1|1|1|1|2397|3282
ENSMUSG00000022818.14	ENSMUSG00000022818	Cyp2ab1	ENSMUST00000182741.2	chr16	-	1497	1494	3	0|1|0|1|1494|1497
ENSMUSG00000022820.5	ENSMUSG00000022820	Ndufb4	ENSMUST00000023514.4	chr16	-	971	387	584	1|1|1|1|387|971
ENSMUSG00000022821.14	ENSMUSG00000022821	Hgd	ENSMUST00000160847.2	chr16	+	1702	1335	367	1|1|1|1|1335|1702
ENSMUSG00000022822.17	ENSMUSG00000022822	Abcc5	ENSMUST00000079158.13	chr16	-	5811	4308	1503	1|1|1|1|4308|5811
ENSMUSG00000022824.13	ENSMUSG00000022824	Muc13	ENSMUST00000115044.8	chr16	+	2969	1719	1250	1|1|1|1|1719|2969
ENSMUSG00000022827.15	ENSMUSG00000022827	Rabl3	ENSMUST00000023524.13	chr16	+	2031	708	1323	1|1|1|1|708|2031
ENSMUSG00000022828.11	ENSMUSG00000022828	Gtf2e1	ENSMUST00000023525.9	chr16	-	3084	1320	1764	1|1|1|1|1320|3084
ENSMUSG00000022829.15	ENSMUSG00000022829	Stxbp5l	ENSMUST00000114775.8	chr16	-	1691	1398	293	1|0|0|1|1398|1691
ENSMUSG00000022831.15	ENSMUSG00000022831	Hcls1	ENSMUST00000023531.15	chr16	+	2016	1458	558	1|1|1|1|1458|2016
ENSMUSG00000022832.12	ENSMUSG00000022832	Ropn1	ENSMUST00000023530.5	chr16	+	875	636	239	1|1|1|1|636|875
ENSMUSG00000022833.8	ENSMUSG00000022833	Ccdc14	ENSMUST00000023532.7	chr16	+	4107	2802	1305	1|1|1|1|2802|4107
ENSMUSG00000022836.12	ENSMUSG00000022836	Mylk	ENSMUST00000023538.9	chr16	+	7824	5850	1974	1|1|1|1|5850|7824
ENSMUSG00000022837.15	ENSMUSG00000022837	Iqcb1	ENSMUST00000023535.4	chr16	+	2257	1794	463	1|1|1|1|1794|2257
ENSMUSG00000022838.15	ENSMUSG00000022838	Eaf2	ENSMUST00000114829.9	chr16	-	1030	786	244	1|1|1|1|786|1030
ENSMUSG00000022840.10	ENSMUSG00000022840	Adcy5	ENSMUST00000114913.3	chr16	+	7008	3786	3222	1|1|1|1|3786|7008
ENSMUSG00000022841.16	ENSMUSG00000022841	Ap2m1	ENSMUST00000090023.13	chr16	+	2080	1299	781	1|0|1|1|1299|2080
ENSMUSG00000022842.19	ENSMUSG00000022842	Ece2	ENSMUST00000003898.12	chr16	+	3152	2289	863	1|1|1|1|2289|3152
ENSMUSG00000022843.18	ENSMUSG00000022843	Clcn2	ENSMUST00000007207.15	chr16	-	3128	2724	404	1|1|1|1|2724|3128
ENSMUSG00000022844.9	ENSMUSG00000022844	Pdia5	ENSMUST00000023550.9	chr16	-	1809	1551	258	1|1|1|1|1551|1809
ENSMUSG00000022847.16	ENSMUSG00000022847	Thpo	ENSMUST00000115437.4	chr16	-	2416	1068	1348	1|1|1|1|1068|2416
ENSMUSG00000022848.9	ENSMUSG00000022848	Slc49a4	ENSMUST00000023554.9	chr16	-	5395	1434	3961	1|1|1|1|1434|5395
ENSMUSG00000022849.6	ENSMUSG00000022849	Hspbap1	ENSMUST00000231579.2	chr16	+	1703	1449	254	0|1|1|1|1449|1703
ENSMUSG00000022853.8	ENSMUSG00000022853	Ehhadh	ENSMUST00000023559.7	chr16	-	2981	2154	827	1|1|1|1|2154|2981
ENSMUSG00000022855.10	ENSMUSG00000022855	Senp2	ENSMUST00000023561.8	chr16	+	4499	1764	2735	1|1|1|1|1764|4499
ENSMUSG00000022856.10	ENSMUSG00000022856	Tmem41a	ENSMUST00000023562.9	chr16	-	1360	792	568	1|1|1|1|792|1360
ENSMUSG00000022857.14	ENSMUSG00000022857	Tmprss15	ENSMUST00000023566.11	chr16	-	4177	3207	970	1|1|1|1|3207|4177
ENSMUSG00000022858.17	ENSMUSG00000022858	Tra2b	ENSMUST00000161286.8	chr16	-	3403	864	2539	1|1|1|1|864|3403
ENSMUSG00000022860.16	ENSMUSG00000022860	Chodl	ENSMUST00000023568.14	chr16	+	2535	819	1716	1|1|1|1|819|2535
ENSMUSG00000022861.18	ENSMUSG00000022861	Dgkg	ENSMUST00000089925.10	chr16	-	3555	2364	1191	1|1|1|1|2364|3555
ENSMUSG00000022863.16	ENSMUSG00000022863	Btg3	ENSMUST00000023570.14	chr16	-	1414	756	658	1|1|1|1|756|1414
ENSMUSG00000022864.15	ENSMUSG00000022864	D16Ertd472e	ENSMUST00000114220.9	chr16	-	2644	870	1774	1|1|1|1|870|2644
ENSMUSG00000022865.15	ENSMUSG00000022865	Cxadr	ENSMUST00000023572.15	chr16	+	5742	1095	4647	1|1|1|1|1095|5742
ENSMUSG00000022867.12	ENSMUSG00000022867	Usp25	ENSMUST00000023580.8	chr16	+	4776	3165	1611	1|1|1|1|3165|4776
ENSMUSG00000022868.7	ENSMUSG00000022868	Ahsg	ENSMUST00000023583.7	chr16	+	1484	1035	449	1|1|1|1|1035|1484
ENSMUSG00000022871.14	ENSMUSG00000022871	Fetub	ENSMUST00000023587.12	chr16	+	1544	1164	380	1|1|1|1|1164|1544
ENSMUSG00000022875.19	ENSMUSG00000022875	Kng1	ENSMUST00000039492.14	chr16	+	1995	1296	699	1|1|1|1|1296|1995
ENSMUSG00000022876.19	ENSMUSG00000022876	Samsn1	ENSMUST00000114239.9	chr16	-	1890	1116	774	1|1|1|1|1116|1890
ENSMUSG00000022877.10	ENSMUSG00000022877	Hrg	ENSMUST00000023590.9	chr16	+	1734	1608	126	1|1|1|1|1608|1734
ENSMUSG00000022878.6	ENSMUSG00000022878	Adipoq	ENSMUST00000023593.6	chr16	+	1292	741	551	1|1|1|1|741|1292
ENSMUSG00000022881.16	ENSMUSG00000022881	Rfc4	ENSMUST00000023598.15	chr16	-	1228	1092	136	1|1|1|1|1092|1228
ENSMUSG00000022883.12	ENSMUSG00000022883	Robo1	ENSMUST00000023600.8	chr16	+	7563	4836	2727	1|1|1|1|4836|7563
ENSMUSG00000022884.17	ENSMUSG00000022884	Eif4a2	ENSMUST00000023599.13	chr16	+	2208	1221	987	1|1|1|1|1221|2208
ENSMUSG00000022885.17	ENSMUSG00000022885	St6gal1	ENSMUST00000023601.14	chr16	+	4506	1209	3297	1|1|1|1|1209|4506
ENSMUSG00000022887.10	ENSMUSG00000022887	Masp1	ENSMUST00000089883.7	chr16	-	5345	2112	3233	1|1|1|1|2112|5345
ENSMUSG00000022889.8	ENSMUSG00000022889	Mrpl39	ENSMUST00000116584.2	chr16	-	2294	1008	1286	1|1|1|1|1008|2294
ENSMUSG00000022890.14	ENSMUSG00000022890	Atp5j	ENSMUST00000023608.14	chr16	-	809	324	485	1|1|1|1|324|809
ENSMUSG00000022892.12	ENSMUSG00000022892	App	ENSMUST00000005406.12	chr16	-	3176	2085	1091	1|0|1|1|2085|3176
ENSMUSG00000022893.15	ENSMUSG00000022893	Adamts1	ENSMUST00000023610.15	chr16	-	4884	2904	1980	1|1|1|1|2904|4884
ENSMUSG00000022894.7	ENSMUSG00000022894	Adamts5	ENSMUST00000023611.7	chr16	-	10791	2790	8001	1|1|1|1|2790|10791
ENSMUSG00000022895.17	ENSMUSG00000022895	Ets2	ENSMUST00000023612.17	chr16	+	3890	1404	2486	1|1|1|1|1404|3890
ENSMUSG00000022897.16	ENSMUSG00000022897	Dyrk1a	ENSMUST00000119878.8	chr16	+	5759	2289	3470	0|1|1|1|2289|5759
ENSMUSG00000022898.14	ENSMUSG00000022898	Vps26c	ENSMUST00000023615.7	chr16	-	2547	891	1656	1|1|1|1|891|2547
ENSMUSG00000022899.11	ENSMUSG00000022899	Slc15a2	ENSMUST00000023616.11	chr16	-	3994	2220	1774	1|1|1|1|2220|3994
ENSMUSG00000022900.15	ENSMUSG00000022900	Ildr1	ENSMUST00000119464.2	chr16	+	2878	1548	1330	1|1|1|1|1548|2878
ENSMUSG00000022901.14	ENSMUSG00000022901	Cd86	ENSMUST00000089620.11	chr16	-	2539	927	1612	1|1|1|1|927|2539
ENSMUSG00000022902.9	ENSMUSG00000022902	Stfa2	ENSMUST00000023619.8	chr16	-	471	309	162	1|1|1|1|309|471
ENSMUSG00000022905.13	ENSMUSG00000022905	Kpna1	ENSMUST00000004054.13	chr16	+	5039	1614	3425	1|1|1|1|1614|5039
ENSMUSG00000022906.16	ENSMUSG00000022906	Parp9	ENSMUST00000114878.8	chr16	+	3548	2490	1058	1|1|1|1|2490|3548
ENSMUSG00000022911.12	ENSMUSG00000022911	Arl13b	ENSMUST00000089289.6	chr16	-	3528	1281	2247	0|1|1|1|1281|3528
ENSMUSG00000022912.9	ENSMUSG00000022912	Pros1	ENSMUST00000023629.9	chr16	+	3303	2025	1278	1|1|1|1|2025|3303
ENSMUSG00000022913.17	ENSMUSG00000022913	Psmg1	ENSMUST00000023630.16	chr16	-	1044	867	177	1|1|1|1|867|1044
ENSMUSG00000022914.18	ENSMUSG00000022914	Brwd1	ENSMUST00000099502.9	chr16	-	8547	6912	1635	1|1|1|1|6912|8547
ENSMUSG00000022931.8	ENSMUSG00000022931	Krtap15	ENSMUST00000187823.2	chr16	+	851	450	401	0|1|1|1|450|851
ENSMUSG00000022935.17	ENSMUSG00000022935	Grik1	ENSMUST00000072256.13	chr16	-	3655	2802	853	1|1|1|1|2802|3655
ENSMUSG00000022938.9	ENSMUSG00000022938	Fam3b	ENSMUST00000049721.9	chr16	-	972	705	267	1|1|1|1|705|972
ENSMUSG00000022940.18	ENSMUSG00000022940	Pigp	ENSMUST00000113905.8	chr16	-	758	396	362	1|1|1|1|396|758
ENSMUSG00000022941.9	ENSMUSG00000022941	Ripply3	ENSMUST00000023660.9	chr16	+	1531	456	1075	1|1|1|1|456|1531
ENSMUSG00000022945.13	ENSMUSG00000022945	Chaf1b	ENSMUST00000023666.11	chr16	+	1922	1716	206	1|1|1|1|1716|1922
ENSMUSG00000022946.11	ENSMUSG00000022946	Dop1b	ENSMUST00000045004.11	chr16	+	7319	6885	434	1|1|1|1|6885|7319
ENSMUSG00000022947.9	ENSMUSG00000022947	Cbr3	ENSMUST00000039620.7	chr16	+	1170	831	339	1|1|1|1|831|1170
ENSMUSG00000022948.17	ENSMUSG00000022948	Setd4	ENSMUST00000233931.2	chr16	-	1826	1317	509	0|1|1|1|1317|1826
ENSMUSG00000022949.10	ENSMUSG00000022949	Clic6	ENSMUST00000023670.4	chr16	+	3758	1788	1970	1|1|1|1|1788|3758
ENSMUSG00000022951.17	ENSMUSG00000022951	Rcan1	ENSMUST00000023672.10	chr16	-	2190	594	1596	1|1|1|1|594|2190
ENSMUSG00000022952.18	ENSMUSG00000022952	Runx1	ENSMUST00000023673.14	chr16	-	5861	1395	4466	1|1|1|1|1395|5861
ENSMUSG00000022956.12	ENSMUSG00000022956	Atp5o	ENSMUST00000023677.10	chr16	-	838	639	199	1|1|1|1|639|838
ENSMUSG00000022957.21	ENSMUSG00000022957	Itsn1	ENSMUST00000056482.14	chr16	+	5364	3639	1725	1|0|1|1|3639|5364
ENSMUSG00000022960.14	ENSMUSG00000022960	Donson	ENSMUST00000023682.12	chr16	-	2365	1680	685	1|1|1|1|1680|2365
ENSMUSG00000022961.19	ENSMUSG00000022961	Son	ENSMUST00000114037.9	chr16	+	8399	7332	1067	1|1|1|1|7332|8399
ENSMUSG00000022962.16	ENSMUSG00000022962	Gart	ENSMUST00000023684.14	chr16	-	3518	3030	488	1|1|1|1|3030|3518
ENSMUSG00000022964.15	ENSMUSG00000022964	Tmem50b	ENSMUST00000023686.15	chr16	-	2347	474	1873	1|1|1|1|474|2347
ENSMUSG00000022965.9	ENSMUSG00000022965	Ifngr2	ENSMUST00000023687.9	chr16	+	3708	996	2712	1|1|1|1|996|3708
ENSMUSG00000022967.14	ENSMUSG00000022967	Ifnar1	ENSMUST00000023689.11	chr16	+	3909	1770	2139	1|1|1|1|1770|3909
ENSMUSG00000022969.14	ENSMUSG00000022969	Il10rb	ENSMUST00000023691.12	chr16	+	1850	1053	797	1|1|1|1|1053|1850
ENSMUSG00000022971.19	ENSMUSG00000022971	Ifnar2	ENSMUST00000023693.14	chr16	+	3047	1539	1508	1|1|1|1|1539|3047
ENSMUSG00000022972.11	ENSMUSG00000022972	Cfap298	ENSMUST00000023694.11	chr16	-	1430	870	560	1|1|1|1|870|1430
ENSMUSG00000022973.19	ENSMUSG00000022973	Synj1	ENSMUST00000121759.8	chr16	-	7090	4821	2269	0|1|1|1|4821|7090
ENSMUSG00000022974.13	ENSMUSG00000022974	Paxbp1	ENSMUST00000118522.8	chr16	-	3973	2757	1216	1|1|1|1|2757|3973
ENSMUSG00000022978.12	ENSMUSG00000022978	Mis18a	ENSMUST00000099554.5	chr16	-	1333	612	721	1|1|1|1|612|1333
ENSMUSG00000022982.11	ENSMUSG00000022982	Sod1	ENSMUST00000023707.11	chr16	+	641	462	179	1|1|1|1|462|641
ENSMUSG00000022983.17	ENSMUSG00000022983	Scaf4	ENSMUST00000039280.9	chr16	-	4266	3627	639	1|1|1|1|3627|4266
ENSMUSG00000023088.18	ENSMUSG00000023088	Abcc1	ENSMUST00000100167.10	chr16	+	6792	4584	2208	1|1|1|1|4584|6792
ENSMUSG00000023143.11	ENSMUSG00000023143	Nagpa	ENSMUST00000023911.11	chr16	-	2143	1551	592	1|1|1|1|1551|2143
ENSMUSG00000023147.18	ENSMUSG00000023147	Get1	ENSMUST00000023913.11	chr16	+	2495	522	1973	1|1|1|1|522|2495
ENSMUSG00000023176.10	ENSMUSG00000023176	Cpn2	ENSMUST00000064856.9	chr16	-	4550	1641	2909	1|1|1|1|1641|4550
ENSMUSG00000023791.19	ENSMUSG00000023791	Pigx	ENSMUST00000096109.11	chr16	-	993	762	231	1|1|1|1|762|993
ENSMUSG00000025610.8	ENSMUSG00000025610	Map3k7cl	ENSMUST00000026700.8	chr16	+	1652	426	1226	1|1|1|1|426|1652
ENSMUSG00000025612.6	ENSMUSG00000025612	Bach1	ENSMUST00000026703.6	chr16	+	5867	2217	3650	1|1|1|1|2217|5867
ENSMUSG00000025613.14	ENSMUSG00000025613	Cct8	ENSMUST00000026704.14	chr16	-	2394	1644	750	1|1|1|1|1644|2394
ENSMUSG00000025616.15	ENSMUSG00000025616	Usp16	ENSMUST00000026710.12	chr16	+	3205	2475	730	1|1|1|1|2475|3205
ENSMUSG00000026181.14	ENSMUSG00000026181	Ppm1f	ENSMUST00000027373.12	chr16	+	4922	1356	3566	1|1|1|1|1356|4922
ENSMUSG00000030775.12	ENSMUSG00000030775	Trat1	ENSMUST00000239408.2	chr16	-	684	591	93	0|1|1|1|591|684
ENSMUSG00000032932.16	ENSMUSG00000032932	Hspa13	ENSMUST00000046283.16	chr16	-	4237	1413	2824	1|1|1|1|1413|4237
ENSMUSG00000032940.17	ENSMUSG00000032940	Rbm11	ENSMUST00000114253.2	chr16	+	2699	714	1985	1|1|1|1|714|2699
ENSMUSG00000032948.11	ENSMUSG00000032948	Lipi	ENSMUST00000062721.11	chr16	-	2082	1428	654	1|1|1|1|1428|2082
ENSMUSG00000032965.12	ENSMUSG00000032965	Ift57	ENSMUST00000046777.11	chr16	+	2601	1287	1314	1|1|1|1|1287|2601
ENSMUSG00000033031.14	ENSMUSG00000033031	Cip2a	ENSMUST00000048374.6	chr16	+	3974	2721	1253	1|1|1|1|2721|3974
ENSMUSG00000033149.18	ENSMUSG00000033149	Phldb2	ENSMUST00000036355.13	chr16	-	5483	3747	1736	1|1|1|1|3747|5483
ENSMUSG00000033157.18	ENSMUSG00000033157	Abhd10	ENSMUST00000066983.13	chr16	-	2848	891	1957	1|1|1|1|891|2848
ENSMUSG00000033177.14	ENSMUSG00000033177	Tmprss7	ENSMUST00000114562.3	chr16	-	2587	2487	100	1|1|1|1|2487|2587
ENSMUSG00000033187.9	ENSMUSG00000033187	BC016579	ENSMUST00000036732.9	chr16	-	2142	654	1488	1|1|1|1|654|2142
ENSMUSG00000033210.17	ENSMUSG00000033210	Slc9c1	ENSMUST00000159945.8	chr16	+	3836	3525	311	1|1|1|1|3525|3836
ENSMUSG00000033306.16	ENSMUSG00000033306	Lpp	ENSMUST00000038053.14	chr16	+	15459	1839	13620	1|1|1|1|1839|15459
ENSMUSG00000033355.7	ENSMUSG00000033355	Rtp4	ENSMUST00000038423.6	chr16	+	1573	747	826	1|1|1|1|747|1573
ENSMUSG00000033383.7	ENSMUSG00000033383	Rtp1	ENSMUST00000038730.7	chr16	+	3120	789	2331	1|1|1|1|789|3120
ENSMUSG00000033501.6	ENSMUSG00000033501	Crygs	ENSMUST00000040592.6	chr16	-	875	534	341	1|1|1|1|534|875
ENSMUSG00000033581.18	ENSMUSG00000033581	Igf2bp2	ENSMUST00000100052.11	chr16	-	3899	1776	2123	1|1|1|1|1776|3899
ENSMUSG00000033618.8	ENSMUSG00000033618	Map3k13	ENSMUST00000042065.7	chr16	+	6709	2877	3832	1|1|1|1|2877|6709
ENSMUSG00000033653.19	ENSMUSG00000033653	Vps8	ENSMUST00000117598.8	chr16	+	4935	4281	654	1|1|1|1|4281|4935
ENSMUSG00000033809.16	ENSMUSG00000033809	Alg3	ENSMUST00000045918.15	chr16	-	1451	1314	137	1|1|1|1|1314|1451
ENSMUSG00000033918.17	ENSMUSG00000033918	Parl	ENSMUST00000048642.15	chr16	-	1348	1131	217	1|1|1|1|1131|1348
ENSMUSG00000034064.15	ENSMUSG00000034064	Poglut1	ENSMUST00000036210.7	chr16	-	2758	1176	1582	1|1|1|1|1176|2758
ENSMUSG00000034158.10	ENSMUSG00000034158	Lrrc58	ENSMUST00000078717.7	chr16	+	8604	1098	7506	1|1|1|1|1098|8604
ENSMUSG00000034206.16	ENSMUSG00000034206	Polq	ENSMUST00000054034.7	chr16	+	8552	7632	920	1|1|1|1|7632|8552
ENSMUSG00000034243.18	ENSMUSG00000034243	Golgb1	ENSMUST00000134616.8	chr16	+	505	438	67	1|0|0|0|438|505
ENSMUSG00000034362.8	ENSMUSG00000034362	Csta1	ENSMUST00000096090.3	chr16	-	2783	291	2492	1|1|1|1|291|2783
ENSMUSG00000034379.10	ENSMUSG00000034379	Wdr5b	ENSMUST00000042203.10	chr16	+	2739	984	1755	0|1|1|1|984|2739
ENSMUSG00000034422.15	ENSMUSG00000034422	Parp14	ENSMUST00000042665.9	chr16	-	7417	5451	1966	1|1|1|1|5451|7417
ENSMUSG00000034473.15	ENSMUSG00000034473	Sec22a	ENSMUST00000043521.5	chr16	-	3992	921	3071	1|1|1|1|921|3992
ENSMUSG00000035107.14	ENSMUSG00000035107	Dcbld2	ENSMUST00000046663.8	chr16	+	6561	2307	4254	1|1|1|1|2307|6561
ENSMUSG00000035258.16	ENSMUSG00000035258	Abi3bp	ENSMUST00000048471.15	chr16	+	3822	3537	285	1|1|1|1|3537|3822
ENSMUSG00000035270.16	ENSMUSG00000035270	Impg2	ENSMUST00000069936.8	chr16	+	6890	3729	3161	1|1|1|1|3729|6890
ENSMUSG00000035356.18	ENSMUSG00000035356	Nfkbiz	ENSMUST00000036273.13	chr16	-	4115	2184	1931	1|1|1|1|2184|4115
ENSMUSG00000035376.11	ENSMUSG00000035376	Hacd2	ENSMUST00000061156.10	chr16	+	3598	762	2836	1|1|1|1|762|3598
ENSMUSG00000035506.17	ENSMUSG00000035506	Slc12a8	ENSMUST00000119173.8	chr16	+	2382	1875	507	1|0|1|1|1875|2382
ENSMUSG00000035578.17	ENSMUSG00000035578	Iqcg	ENSMUST00000115100.9	chr16	-	5618	1257	4361	1|1|1|1|1257|5618
ENSMUSG00000035629.20	ENSMUSG00000035629	Rubcn	ENSMUST00000040986.15	chr16	-	5257	2823	2434	1|1|1|1|2823|5257
ENSMUSG00000035638.15	ENSMUSG00000035638	Muc20	ENSMUST00000115116.8	chr16	-	3673	2064	1609	1|1|1|1|2064|3673
ENSMUSG00000035699.9	ENSMUSG00000035699	Slc51a	ENSMUST00000042042.9	chr16	-	2618	1020	1598	1|1|1|1|1020|2618
ENSMUSG00000035764.6	ENSMUSG00000035764	Fbxo45	ENSMUST00000042732.6	chr16	-	4179	858	3321	1|1|1|1|858|4179
ENSMUSG00000035790.16	ENSMUSG00000035790	Cep19	ENSMUST00000115168.9	chr16	+	1718	489	1229	1|1|1|1|489|1718
ENSMUSG00000036172.18	ENSMUSG00000036172	Cd200r3	ENSMUST00000114611.10	chr16	+	1407	834	573	1|1|1|1|834|1407
ENSMUSG00000036208.14	ENSMUSG00000036208	Nepro	ENSMUST00000048788.14	chr16	+	2866	1692	1174	1|1|1|1|1692|2866
ENSMUSG00000036292.15	ENSMUSG00000036292	Gramd1c	ENSMUST00000036174.10	chr16	-	3501	1371	2130	1|0|1|1|1371|3501
ENSMUSG00000036304.15	ENSMUSG00000036304	Zdhhc23	ENSMUST00000165648.2	chr16	-	1278	1275	3	1|1|1|1|1275|1278
ENSMUSG00000037965.16	ENSMUSG00000037965	Zc3h7a	ENSMUST00000037633.16	chr16	-	3825	2910	915	1|1|1|1|2910|3825
ENSMUSG00000037972.8	ENSMUSG00000037972	Snn	ENSMUST00000089011.6	chr16	+	2872	264	2608	1|1|1|1|264|2872
ENSMUSG00000037991.10	ENSMUSG00000037991	Rmi2	ENSMUST00000037913.9	chr16	+	3742	447	3295	1|1|1|1|447|3742
ENSMUSG00000038015.7	ENSMUSG00000038015	Prm2	ENSMUST00000037996.7	chr16	-	621	321	300	1|1|1|1|321|621
ENSMUSG00000038037.6	ENSMUSG00000038037	Socs1	ENSMUST00000038099.6	chr16	-	2785	636	2149	1|1|1|1|636|2785
ENSMUSG00000038055.13	ENSMUSG00000038055	Dexi	ENSMUST00000038281.6	chr16	-	1389	285	1104	1|1|1|1|285|1389
ENSMUSG00000038084.17	ENSMUSG00000038084	Opa1	ENSMUST00000160597.8	chr16	+	6230	2880	3350	1|1|1|1|2880|6230
ENSMUSG00000038094.16	ENSMUSG00000038094	Atp13a4	ENSMUST00000057018.15	chr16	-	4054	3522	532	1|0|1|1|3522|4054
ENSMUSG00000038127.16	ENSMUSG00000038127	Ccdc50	ENSMUST00000100026.10	chr16	+	7089	915	6174	1|1|1|1|915|7089
ENSMUSG00000038148.14	ENSMUSG00000038148	Cldn16	ENSMUST00000161053.8	chr16	+	1173	705	468	1|1|1|1|705|1173
ENSMUSG00000038168.6	ENSMUSG00000038168	P3h2	ENSMUST00000039990.6	chr16	-	3283	2109	1174	1|1|1|1|2109|3283
ENSMUSG00000038965.18	ENSMUSG00000038965	Ube2l3	ENSMUST00000090192.12	chr16	-	2609	462	2147	1|1|1|1|462|2609
ENSMUSG00000039179.14	ENSMUSG00000039179	Tekt5	ENSMUST00000043415.13	chr16	-	1803	1671	132	1|1|1|1|1671|1803
ENSMUSG00000039200.17	ENSMUSG00000039200	Atf7ip2	ENSMUST00000044005.14	chr16	+	2778	1356	1422	1|1|1|1|1356|2778
ENSMUSG00000039209.13	ENSMUSG00000039209	Rpl39l	ENSMUST00000044103.6	chr16	+	805	153	652	1|1|1|1|153|805
ENSMUSG00000039345.17	ENSMUSG00000039345	Mettl22	ENSMUST00000046470.16	chr16	+	1825	1179	646	1|1|1|1|1179|1825
ENSMUSG00000039427.15	ENSMUSG00000039427	Alg1	ENSMUST00000100196.9	chr16	+	1755	1446	309	1|1|1|1|1446|1755
ENSMUSG00000039456.11	ENSMUSG00000039456	Morc3	ENSMUST00000202261.5	chr16	+	4179	2826	1353	1|1|1|1|2826|4179
ENSMUSG00000039457.5	ENSMUSG00000039457	Ppl	ENSMUST00000035672.5	chr16	-	6217	5262	955	1|1|1|1|5262|6217
ENSMUSG00000039473.9	ENSMUSG00000039473	Ubn1	ENSMUST00000052449.6	chr16	+	6455	3405	3050	1|1|1|1|3405|6455
ENSMUSG00000039568.7	ENSMUSG00000039568	Ubald1	ENSMUST00000037843.7	chr16	-	1851	528	1323	1|1|1|1|528|1851
ENSMUSG00000039637.16	ENSMUSG00000039637	Coro7	ENSMUST00000038552.13	chr16	-	4296	2766	1530	1|1|1|1|2766|4296
ENSMUSG00000039639.8	ENSMUSG00000039639	Kcne1	ENSMUST00000051705.7	chr16	-	3174	387	2787	1|1|1|1|387|3174
ENSMUSG00000039646.6	ENSMUSG00000039646	Vasn	ENSMUST00000038770.4	chr16	+	2829	2019	810	1|1|1|1|2019|2829
ENSMUSG00000039672.13	ENSMUSG00000039672	Kcne2	ENSMUST00000047383.10	chr16	+	1690	369	1321	1|1|1|1|369|1690
ENSMUSG00000039680.11	ENSMUSG00000039680	Mrps6	ENSMUST00000047429.9	chr16	+	846	375	471	1|1|1|1|375|846
ENSMUSG00000039738.17	ENSMUSG00000039738	Slx4	ENSMUST00000040790.14	chr16	-	5706	4695	1011	1|1|1|1|4695|5706
ENSMUSG00000039763.11	ENSMUSG00000039763	Dnajc28	ENSMUST00000049244.10	chr16	-	3368	1155	2213	1|0|1|1|1155|3368
ENSMUSG00000039789.8	ENSMUSG00000039789	Zfp597	ENSMUST00000090522.5	chr16	-	5668	1257	4411	1|1|1|1|1257|5668
