Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip
ENSMUSG00000001588.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69772393;69772393;69772808;69772808;69773208;69773208;69773411;69773411;69774309;69774410;69774410;69775148;69775148;69775148;69775412;69775412;69775622;69775622;69775622;69776219;69776219;69776519;69776519;69776519;69777794;69777794;69777794;69777982;69777982;69777982;69780063;69780063;69780200;69780262;69780262;69780444;69780444;69780646;69780646;69780646;69780825;69780825;69780825;69781260;69781415;69781690;69785426;69786112	69772551;69772551;69772857;69772857;69773318;69773318;69773520;69773520;69774626;69774582;69774582;69775506;69775317;69775317;69775506;69775506;69776430;69775691;69775691;69776430;69776430;69776642;69776642;69776642;69777894;69777894;69777894;69779243;69778033;69778033;69780172;69780172;69780539;69780336;69780336;69780539;69780539;69780690;69780690;69780690;69781317;69781008;69781157;69781318;69781468;69781809;69785483;69786365	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4878	56	117	240	249	15	85	Acap1	protein_coding	4.1082992	22.496383	19.451658	25.541639	1.4026344	6.5726977	-2.4247827	-0.39119755	-2.1507761	-1.7595785	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000047284.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69791898;69792642;69792642;69792642;69792717;69792853;69792982;69793834;69793834;69793834;69793834;69793834;69793834;69793834;69794218;69794480;69794480;69794480;69794503;69794691;69794691;69794691;69794691;69794691;69794691;69794790;69794861;69795159;69795159;69795159;69795159;69795159;69795159;69795159;69795360;69795360;69795360;69795360;69795360;69795360;69795360;69796357;69796357;69796357;69796357;69796357;69796357;69796357;69796547;69796547;69796547;69796547;69796547;69796547;69797052;69797052;69797052;69797052;69797052;69797052;69797344;69797344;69797344;69797344;69797344;69797344;69797552;69797552;69797552;69797552;69797552;69797556;69797810;69797810;69797810;69797810;69797810;69797810;69798090;69798090;69798090;69798090;69798090;69798090;69798090;69798250;69798250;69798250;69798250;69798250;69798250;69798250;69798663;69798663;69798663;69798663;69798663;69798663;69798663;69798922;69798922;69798922;69798922;69798922;69798922;69798922;69799285;69799285;69799285;69799285;69799285;69799285;69799461;69799504;69799504;69799504;69799504;69799504;69799504;69799802;69799820;69799820;69799820;69799820;69799820;69799820;69800043;69800043;69800043;69800043;69800043;69800043;69800043;69800374;69800374;69800374;69800374;69800374;69800374;69800374;69801087;69801087;69801087;69801087;69801087;69801087;69801087;69801544;69801561;69801561;69801561;69801561;69801561;69801852;69801852;69801852;69801852;69801852;69801862;69802044;69802044;69802044;69802044;69802044;69802044;69802270;69802270;69802270;69802270;69802270;69802270;69802568;69802568;69802568;69802568;69802568;69802568;69802755;69802755;69802755;69802755;69802755;69802755;69803341;69803953;69803953;69803953;69803953;69803953;69803953	69791974;69793011;69793011;69793011;69793011;69793011;69793011;69794278;69794545;69794278;69794278;69794278;69794225;69794278;69794278;69794545;69794545;69794545;69794545;69794740;69794989;69794989;69794989;69794989;69794989;69794989;69794989;69795270;69795270;69795270;69795270;69795270;69795270;69795270;69795448;69795448;69795448;69795448;69795448;69795448;69795448;69796429;69796429;69796423;69796429;69796429;69796429;69796429;69796811;69796811;69796811;69796811;69796811;69796811;69797121;69797233;69797233;69797233;69797233;69797233;69797429;69797429;69797429;69797429;69797429;69797429;69797714;69797714;69797714;69797714;69797714;69797714;69798008;69798008;69798008;69798008;69798008;69798008;69798166;69798166;69798166;69798166;69798166;69798166;69798166;69798328;69798328;69798328;69798328;69798328;69798328;69798328;69798832;69798838;69798838;69798838;69798832;69798838;69798832;69799347;69799053;69799053;69799053;69799053;69799053;69799053;69799430;69799430;69799430;69799430;69799430;69799430;69799728;69799561;69799728;69799728;69799728;69799728;69799728;69799918;69799918;69799918;69799918;69799918;69799918;69799918;69800204;69800204;69800204;69800204;69800204;69800204;69800204;69800538;69800538;69800538;69800538;69800538;69800538;69800538;69801245;69801150;69801245;69801245;69801245;69801245;69801245;69801740;69801691;69801740;69801740;69801740;69801740;69801939;69801939;69801939;69801939;69801939;69801939;69802151;69802151;69802151;69802151;69802151;69802151;69802414;69802414;69802414;69802414;69802414;69802414;69802680;69802680;69802680;69802680;69802680;69802680;69802920;69802920;69802920;69802920;69802920;69802920;69803379;69803978;69804157;69804646;69804341;69804341;69804341	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5889	549	1023	2892	1897	234	272	Neurl4	protein_coding	40.276004	196.69915	234.39248	194.58831	21.881097	21.032633	-2.2851539	0.26837536	0.056790905	-0.21158446	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000023170.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69804714;69804876;69805018;69805099;69805099;69805578;69805578;69805578;69805671;69805759;69805759;69805759;69805965;69805965;69805965;69805965;69806134;69806134;69806134;69806134;69806457;69806457;69806457;69806457;69806691;69806691;69806691;69806691;69806859;69806859;69806859;69806867;69807024;69807024;69807024;69807024;69807246;69807246;69807246	69804900;69804896;69805259;69805259;69805259;69805687;69805687;69805687;69805871;69805871;69805871;69805871;69806044;69806044;69806044;69806044;69806216;69806216;69806216;69806216;69806610;69806610;69806610;69806610;69806706;69806780;69806780;69806780;69806938;69806938;69806938;69806938;69807382;69807119;69807119;69807119;69807417;69807416;69807402	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1604	55	108	420	302	212	341	Gps2	protein_coding	4.0349367	20.765892	34.040401	30.978213	19.8239	26.368117	-2.3352095	0.13557646	-0.40975546	-0.54533191	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000078812.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69807540;69807546;69807546;69807546;69807546;69807546;69807546;69807546;69807857;69807913;69807923;69808008;69808254;69808254;69808254;69808254;69808254;69808254;69808254;69808254;69808254;69808254;69808254;69808283;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808423;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69808743;69809977;69809977;69809977;69809977;69809977;69809977;69809977;69809977;69809977;69809977;69809977;69809977;69810275;69810275;69811167;69811167;69811167;69811167;69811167;69811167;69811627;69811627;69811627;69811850;69811850;69811868;69811989;69811989;69811989;69811989;69812648	69808167;69808167;69808167;69808167;69808167;69808167;69808167;69808167;69808167;69808167;69808167;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808327;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808554;69808847;69809130;69808847;69808847;69808847;69808847;69808847;69808847;69808847;69808847;69808847;69808847;69808847;69810162;69810162;69810162;69810162;69810162;69810162;69810162;69810162;69810162;69810162;69810162;69810162;69810304;69810304;69811248;69811248;69811260;69811260;69811456;69811260;69811745;69811766;69811766;69811890;69811911;69811890;69812016;69812212;69812212;69812212;69812784	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2377	5730	7156	12759	10351	8604	12657	Eif5a	protein_coding	420.36704	1375.9326	1034.0988	1061.7731	804.55112	978.71335	-1.7104501	-0.03809792	-0.28267039	-0.24457247	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018569.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69855605;69855650;69855661;69856222;69856711;69856711;69857744;69857769;69857769;69857769;69857769;69858046;69858046;69858046;69858046;69858381;69858381;69858381;69858381	69855746;69856192;69855746;69856975;69856975;69856975;69857933;69857933;69857795;69857933;69857933;69858130;69858130;69858130;69858130;69858711;69858478;69858708;69858636	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1948	181	75	189	87	460	207	Cldn7	protein_coding	13.27861	14.420759	15.31818	8.9241872	43.014123	16.006452	-0.1181886	0.77276362	1.4205218	0.64775818	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000018565.18	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69859048;69859050;69859054;69859058;69859922;69859922;69859922;69859922;69860067;69860161;69860319;69860319;69860319;69860341;69861387;69861387;69861387;69861387;69861387;69861538;69861556;69865866;69865866;69865866;69865866;69865866;69865929;69870656;69870656;69870656;69870656;69870656;69870656;69870656;69870656;69870825;69870825;69870825;69870825;69870825;69870825;69870861;69871040;69871040;69871040;69871040;69871040;69871040;69872033;69872388;69872388;69873315	69859366;69859366;69859366;69859366;69860022;69860022;69860022;69860022;69860414;69860229;69860414;69860414;69860414;69860414;69861568;69861568;69861568;69861568;69861568;69861568;69861568;69866086;69866086;69866086;69866086;69866086;69866086;69870736;69870736;69870885;69871037;69870736;69870736;69870736;69870736;69870885;69870885;69870887;69871089;69870885;69870885;69870885;69871522;69871156;69871388;69871087;69871388;69871098;69872078;69872568;69872465;69873343	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2294	562	551	1268	943	769	861	Elp5	protein_coding	41.229717	105.94451	102.76959	96.729983	71.908393	66.577562	-1.3594185	0.087290841	0.11096372	0.023672879	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018559.17	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69871982;69874546;69875080;69875080;69875080;69875242;69875242;69875560;69875560;69875560;69879439;69879439;69879439;69879654;69879654;69879654;69879897;69879917;69880308;69880308;69880308;69880308;69880803;69880803;69880803	69872411;69874594;69875360;69875146;69875146;69875360;69875360;69875631;69875631;69875631;69879555;69879555;69879555;69879765;69879765;69879765;69880392;69880025;69880374;69880392;69880385;69880392;69880983;69881228;69881427	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2182	768	209	460	265	179	163	Ctdnep1	protein_coding	56.342389	40.185847	37.282344	27.182869	16.738104	12.604114	0.48650595	0.45436167	0.40643392	-0.047927754	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000018567.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69881969;69882465;69882510;69882633;69883191;69883191;69883191;69883191;69883408;69883408;69883502;69885285;69885285;69885285	69882628;69882628;69882628;69882987;69883526;69883269;69883269;69883269;69883427;69883526;69883526;69885761;69885777;69885766	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1844	309	423	1228	794	1033	909	Gabarap	protein_coding	22.669008	81.333078	99.527649	81.44603	96.594759	70.289203	-1.8385435	0.28893153	0.45808355	0.16915202	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018572.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69886603;69886702;69886820;69887214;69887557;69887767;69887783;69887817;69887935;69888423;69888423;69888423;69888423;69888423;69888423;69888423;69888423;69888572;69888572;69888572;69888572;69888572;69888572;69888572;69888572;69888572;69889127;69889127;69889127;69889127;69889127;69889127;69889127;69889328;69890064;69890064;69890064;69890064;69890064	69886879;69886879;69886879;69887335;69887632;69887862;69887877;69887885;69888454;69888454;69888454;69888454;69888454;69888454;69888454;69888454;69888454;69888664;69888664;69888664;69888664;69888664;69888664;69889202;69888664;69888664;69889958;69889958;69889223;69889322;69889958;69889577;69889958;69889958;69890832;69890834;69890591;69890835;69890835	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3273	658	729	1945	1417	746	1063	Phf23	protein_coding	48.272515	140.16977	157.63948	145.35142	69.757686	82.197384	-1.5359447	0.11700641	-0.23642771	-0.35343413	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000020888.17	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69891421;69891443;69891443;69891647;69891661;69895631;69895631;69895631;69895631;69895631;69895981;69895981;69895981;69895981;69896263;69896263;69896263;69896263;69896263;69896284;69896488;69896488;69896488;69896488;69896488;69896764;69896764;69896764;69896764;69896764;69896764;69896962;69896962;69896962;69896962;69896962;69897117;69897117;69897117;69897117;69897117;69897340;69897340;69897340;69897340;69897340;69897806;69898279;69898279;69898279;69898279;69898641;69898641;69898641;69898641;69898846;69898846;69898846;69898846;69899107;69899107;69899107;69899603;69899603;69899603;69899970;69899970;69899970;69901703;69901703	69891852;69891852;69891852;69891852;69891852;69896126;69895700;69895700;69895700;69895700;69896126;69896126;69896126;69896126;69896372;69896372;69896372;69896372;69896372;69896623;69896623;69896623;69896623;69896623;69896623;69896854;69896839;69896854;69896854;69896854;69896854;69897031;69897031;69897031;69897031;69897031;69897256;69897256;69897256;69897256;69897256;69897416;69897787;69897416;69897416;69897416;69898346;69898299;69898346;69898346;69898346;69898769;69898769;69898769;69898769;69898895;69898977;69898977;69898977;69899286;69899286;69899286;69899821;69899821;69899821;69901603;69901603;69900937;69903127;69903127	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6298	817	754	2111	1446	433	979	Dvl2	protein_coding	59.93715	144.97669	171.09354	148.32615	40.489381	75.702012	-1.2728884	0.20588301	-0.90113381	-1.1070168	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018574.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69901009;69901015;69901070;69901351;69901351;69901351;69901524;69901524;69901524;69901675;69901675;69901832;69901832;69901994;69901994;69902048;69902171;69902171;69902362;69902362;69902510;69902510;69902510;69903012;69903012;69903012;69903274;69903274;69903274;69903784;69903784;69903998;69903998;69904015;69904260;69904260;69904260;69904869;69904944;69905071;69905071;69905071;69905305;69905305;69905305;69905305;69905305;69905457;69905457;69905457;69905457;69905457;69905619;69905619;69905619;69905619;69905943;69905943;69905943;69905943;69905943;69906089;69906089;69906089	69901262;69901262;69901262;69901426;69901426;69901426;69901596;69901737;69901596;69901747;69901747;69901904;69901904;69902091;69902091;69902424;69902272;69902272;69902424;69902424;69902596;69902596;69902596;69903116;69903116;69903116;69903400;69903472;69903472;69903909;69903909;69904127;69904127;69904127;69904404;69904404;69904404;69905205;69905205;69905205;69905205;69905205;69905369;69905369;69905369;69905369;69905369;69905529;69905529;69905529;69905529;69905529;69905684;69905684;69905684;69905684;69906225;69906021;69906203;69906021;69906021;69906237;69906213;69906234	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2686	120	95	260	178	247	303	Acadvl	protein_coding	8.8034982	18.266294	21.072629	18.258682	23.096714	23.429734	-1.0446164	0.20573796	-0.020564579	-0.22630254	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000044367.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	70107615;70109419;70109564;70110002;70110115;70111021;70111305;70111305;70111305;70111591	70108747;70110156;70109593;70110156;70110156;70111164;70111634;70111610;70111820;70111890	-;-;-;-;-;-;-;-;-;-	2601	89	53	115	71	201	139	Slc16a13	protein_coding	6.5292612	10.190669	9.320586	7.2829574	18.795302	10.748294	-0.63441683	0.35161798	0.80055938	0.4489414	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018921.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	70283709;70284588;70286128;70286486;70287112;70287382;70287644;70287841;70288276;70288469;70288892;70289307;70292476;70292743;70293457;70296453;70296453;70297083;70297083;70300590;70300590	70283848;70286018;70286334;70286541;70287271;70287529;70287760;70287929;70288363;70288598;70289042;70289366;70292547;70292892;70293579;70296558;70296558;70297147;70297147;70300857;70300854	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3561	2658	1692	3643	2536	2521	3243	Pelp1	protein_coding	194.99749	325.33231	295.25996	260.13493	235.7361	250.76775	-0.73816232	0.18265963	-0.089142466	-0.2718021	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000060216.16	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	70323461;70323463;70323463;70323471;70323479;70323503;70323508;70323508;70323524;70324256;70326342;70326368;70326368;70326368;70326368;70326368;70326368;70326368;70326989;70326989;70326989;70326989;70326989;70326989;70326989;70326989;70327157;70327157;70327157;70327157;70327157;70327157;70327157;70327387;70327387;70327387;70327387;70327387;70327387;70327387;70327387;70327525;70327695;70327695;70327695;70327695;70327695;70327695;70327695;70327729;70328118;70328136;70328136;70328136;70328136;70328136;70328136;70328136;70328136;70328397;70328397;70328397;70328397;70328397;70328397;70328397;70328397;70328397;70328397;70328770;70328770;70328770;70328770;70328770;70328770;70328770;70328770;70328770;70329145;70329145;70329145;70329145;70329145;70329145;70329145;70329408;70329474;70329474;70329474;70329474;70329474;70329474;70329474;70329474;70329474;70330298;70330298;70330298;70330298;70330298;70330298;70330298;70330298;70330488;70330488;70330488;70330488;70330488;70330488;70330488;70330644;70330644;70330644;70330677;70330677;70330677;70330677;70330990;70330990;70330990;70330990;70330990;70330990;70330990;70331582;70331582	70323579;70323579;70323579;70323579;70323579;70323579;70323579;70323579;70323579;70324343;70326398;70326398;70326398;70326398;70326398;70326398;70326398;70326822;70327049;70327049;70327049;70327049;70327049;70327049;70327049;70327049;70327201;70327201;70327201;70327201;70327201;70327201;70327201;70327583;70327578;70327583;70327583;70327583;70327583;70327583;70327583;70327583;70327754;70327754;70327754;70327754;70327754;70327754;70327754;70327754;70328203;70328203;70328203;70328203;70328203;70328203;70328203;70328203;70328203;70328535;70328535;70328535;70328535;70328535;70328431;70328535;70328535;70328535;70328535;70328854;70329217;70329217;70328854;70328854;70328854;70328854;70328854;70328854;70329217;70329217;70329217;70329217;70329217;70329217;70329217;70329611;70329611;70329548;70329611;70329611;70329573;70329611;70329611;70329611;70329611;70330379;70330381;70330381;70330381;70330381;70330381;70330381;70330381;70330567;70330567;70330567;70330567;70330567;70330567;70330567;70330731;70330731;70330731;70330731;70330731;70330731;70330731;70331054;70331059;70331101;70331620;70331101;70331500;70331500;70331649;70331654	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2845	381	413	839	589	128	285	Arrb2	protein_coding	27.951107	79.41031	67.999754	60.417773	11.969147	22.037869	-1.5030843	0.17029068	-0.87519259	-1.0454833	True	0.1	True	True	True	True	True	True	50-100%	False
